SNP,Chr,Pos,Effect,SE,ERV25_RBD2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.111918893530322,0.184778672205886,0.545108779589656
2,1,1035,0.207116566498725,0.186571791159917,0.267704128247201
3,1,1074,0.136064585715877,0.315760037805485,0.666795830378363
4,1,1470,-0.00856016465878717,0.314705348694833,0.978315132159867
5,1,1475,0.364886648340438,0.231472765877854,0.115836357081959
6,1,1491,0.491178357765245,0.201502121952262,0.0152787753132388
7,1,21249,0.0509033677679884,1.16650755621629,0.965218104748335
8,1,27243,-0.000299847509353413,0.159136155431653,0.998497675277127
9,1,27272,0.0277899751672126,0.156739313385892,0.859373964157104
10,1,27498,0.618448257136552,1.43099508623112,0.66587406473324
11,1,27561,0.238800822793871,1.0812858229169,0.825337741855099
12,1,27816,0.159341184734957,0.159719669285409,0.3191420125697
13,1,27822,0.152291064680993,0.159535606427179,0.340438400960965
14,1,27823,0.138679563771441,0.162864541679025,0.395067546021873
15,1,27825,0.160902137840222,0.159511660046997,0.313801258086215
16,1,27843,0.120596708138161,0.152902952693325,0.430808517952628
17,1,27848,0.120596708138161,0.152902952693325,0.430808517952628
18,1,28495,0.123212744621773,0.152899524366236,0.420876892066552
19,1,28975,0.148936437234143,0.15181028787811,0.327230392472047
20,1,29283,-0.442763788906061,0.339861930854282,0.193500647778669
21,1,29752,-0.0699146666129131,0.355161232824211,0.844055615322103
22,1,29787,-0.686080263918022,0.960385897461209,0.475464493813437
23,1,30057,0.254406384541266,0.311322228452741,0.41437659063343
24,1,30479,1.48621003675412,0.909640303534592,0.103183189570419
25,1,30706,0.126875029321427,0.156850527424505,0.419122505359179
26,1,31435,0.0615588876222689,0.151578939190313,0.68490220783638
27,1,35128,0.26623124150531,0.208489031390291,0.20245723487102
28,1,35129,-0.0271720962561259,0.209500157701559,0.896877934824393
29,1,36146,-0.143154870863717,0.150639988110607,0.342604314266378
30,1,37255,-0.221392158071369,0.304217374645395,0.467253149728213
31,1,37409,-0.0464520759778063,0.15162793331576,0.759514473676236
32,1,37478,-0.0347722235462297,0.151767167686299,0.818911764378849
33,1,39144,0.108383211938282,0.150975680443257,0.473302872192582
34,1,41499,0.0775112884288025,0.150610277180444,0.607121038858686
35,1,45359,0.109201377877247,0.253585165314105,0.667000239469048
36,1,45634,-0.381887555242433,0.232098428457999,0.100783830664574
37,1,51248,-0.103080932407859,0.151208574965629,0.495867120286952
38,1,51462,-0.135439931147865,0.151341665249414,0.371435244239779
39,1,52124,-0.102257277934111,0.151210159243797,0.499318855834375
40,1,52667,-0.122682001409888,0.150924398669957,0.416840155898549
41,1,55470,-0.203984807012735,0.154796437272953,0.18843801080671
42,1,59265,-0.0822458490911418,0.150925906482065,0.586137594350475
43,1,60165,-0.154263079010606,0.150651703722857,0.306549842082299
44,1,62308,-0.121354757530034,0.150570874730272,0.420806003131037
45,1,62869,-0.242605367959459,0.150136164816978,0.107008782166965
46,1,65431,-0.246212074054783,0.156834595768318,0.11733807035912
47,1,65451,-0.248019135042177,0.15458698984997,0.109520505288115
48,1,65719,-0.24590909430457,0.161262001597243,0.12817840446889
49,1,66841,-0.239442546836309,0.150221822173034,0.111847436552923
50,1,66948,-0.239028217153687,0.151152223958368,0.114688065653229
51,1,68621,-0.345041690649703,0.150156891057686,0.0221531521806126
52,1,69417,-0.241536046199428,0.150326582963674,0.109005049779191
53,1,69820,-1.35102200798191,0.585984055314884,0.021714363576754
54,1,69821,-0.537442593145949,0.365189036481911,0.141997349439176
55,1,70906,0.0361578175892072,0.242355873045368,0.88148648241079
56,1,74327,-0.213169196407975,0.151279912153194,0.159684568220922
57,1,74572,-0.220647984573625,0.150844426206158,0.144425010769547
58,1,75211,-0.268159023852916,0.150349151561165,0.0753517191852577
59,1,76030,-0.1753999866579,0.150736269419056,0.245363288179445
60,1,80108,-0.115711008490535,0.150863721654596,0.443599951453588
61,1,81262,-0.0390009334051741,0.150918019951053,0.796229819510466
62,1,81999,-0.026666817092261,0.151294235756099,0.860192342017816
63,1,82431,-0.0497835166073379,0.15199401715245,0.743456657622076
64,1,83284,-0.0118064006885371,0.150909598107392,0.937685510502816
65,1,83613,0.0648141305582906,0.15085483864339,0.667715531839483
66,1,84112,0.0134554091726728,0.150909207116301,0.929003505423361
67,1,84701,-0.0569843398704479,0.161570910647651,0.724531833413524
68,1,84858,0.0572272558239606,0.151306168433741,0.705493349432653
69,1,85751,-0.0299635784701871,0.151950488326989,0.843789969404827
70,1,87445,-0.0411991747193632,0.152264298763189,0.786874734167447
71,1,87467,-0.0738747592688664,0.153026774250441,0.629567467396273
72,1,89070,-0.0230116909444402,0.152114287290309,0.879842081065461
73,1,89616,-0.046551182791015,0.151280604933172,0.758481326172739
74,1,89679,-0.0470652996621736,0.151299316512789,0.755927898976306
