SNP,Chr,Pos,Effect,SE,SSH1_ORM2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.11489144980811,0.0798471628091901,0.151067169460303
2,1,1035,-0.0870254826398849,0.0808244450103031,0.282339639549998
3,1,1074,-0.0484731248287744,0.136787402341763,0.723274447972157
4,1,1470,-0.102109102916865,0.136210674222411,0.453970256195738
5,1,1475,0.0216091971253665,0.100611298848017,0.830063627543258
6,1,1491,0.0486259001729232,0.0879768556873115,0.580810169698238
7,1,21249,0.168848594999363,0.50521007750751,0.738416080983241
8,1,27243,-0.0234344551063339,0.0689207085860282,0.734043307743666
9,1,27272,-0.0192642016145941,0.067889049559306,0.776760611744797
10,1,27498,-0.152119569202089,0.619966118169218,0.806314436616887
11,1,27561,-0.477648654611376,0.46771562685258,0.307841378895262
12,1,27816,-0.119572761549428,0.0689892880765755,0.0839320181011176
13,1,27822,-0.119103609443663,0.0689031605238242,0.0847613311683969
14,1,27823,-0.115485381821586,0.0703513995921121,0.101573752854594
15,1,27825,-0.132698515916816,0.0688327538684687,0.0546770106968854
16,1,27843,-0.0786694432723509,0.0661579591325344,0.235193549953024
17,1,27848,-0.0786694432723509,0.0661579591325344,0.235193549953024
18,1,28495,-0.0802065030050499,0.0661538062017358,0.226160695949458
19,1,28975,-0.0733483798846298,0.0657324547490922,0.265240026447384
20,1,29283,0.0794493385567101,0.147508708409564,0.590496991296567
21,1,29752,-0.337259798330793,0.152800598011348,0.0279437847995109
22,1,29787,-0.23658702557811,0.416114352209624,0.57001458311565
23,1,30057,-0.0730822504592386,0.134924900105915,0.588400431302899
24,1,30479,-0.428459869660317,0.394852128046819,0.278611335505902
25,1,30706,-0.0621125512955534,0.067924478011004,0.361112258352277
26,1,31435,-0.0622393335498339,0.0655902188975166,0.343314638987752
27,1,35128,-0.158095881440666,0.0901262484801856,0.0802707685677443
28,1,35129,-0.0543284198412639,0.0907039296090927,0.549580841231257
29,1,36146,-0.0435131000525701,0.06529411707854,0.505579993434976
30,1,37255,0.00866851347575093,0.131873908695611,0.947627333226869
31,1,37409,0.0114983420831477,0.0656855847931804,0.8611397446724
32,1,37478,-0.000804563872967068,0.0657448901864757,0.990242913825727
33,1,39144,-0.0717237035386455,0.0653334601343808,0.273035869716756
34,1,41499,-0.0562047672284531,0.0651947675383471,0.38921473664439
35,1,45359,-0.0829717110723109,0.109783932235039,0.450289438099705
36,1,45634,-0.134610847964687,0.10066674281163,0.182020714599824
37,1,51248,-0.0279362817775549,0.0655242865504346,0.670112674103559
38,1,51462,-0.0138188583479401,0.0656259078464476,0.833344188379446
39,1,52124,-0.0661765831832466,0.0654464432308066,0.312634207968686
40,1,52667,-0.0685818950374795,0.0653342256277198,0.294570248981033
41,1,55470,-0.00751755454626951,0.0672157157227951,0.911012082470425
42,1,59265,0.014323169738132,0.0653986622607464,0.826766346799152
43,1,60165,0.0247896903463623,0.0653403621650867,0.704624007876891
44,1,62308,0.0539786709868047,0.0652185579686349,0.408423297766399
45,1,62869,0.0322180276122023,0.0652510800138395,0.621786496257884
46,1,65431,0.105031772304314,0.0679421839977671,0.123024901047986
47,1,65451,0.108487329866757,0.0669566443980113,0.106068866397258
48,1,65719,0.0795614956712091,0.0699544750396307,0.256170732051579
49,1,66841,0.0922314095842177,0.0651196037673302,0.157558192074639
50,1,66948,0.0548823506165446,0.0656401874385129,0.403659194035315
51,1,68621,0.138175675236483,0.0651131446893215,0.0345265276346284
52,1,69417,0.101973462948625,0.0651279206527815,0.118305213867647
53,1,69820,-0.393752306796474,0.25487076878659,0.123264111209243
54,1,69821,-0.118176110886424,0.158546428150544,0.456542705090603
55,1,70906,0.134124361033873,0.104740064547526,0.201194295900232
56,1,74327,0.0364116924076967,0.0656844082281945,0.579695139583201
57,1,74572,0.0613267300734903,0.0654567093284523,0.349447871578191
58,1,75211,0.0442117659296485,0.0653762370325859,0.499314229903378
59,1,76030,0.0298640320824547,0.0653992598551431,0.648209417955257
60,1,80108,0.00590724465445869,0.0654023496656677,0.928082885544031
61,1,81262,-0.0291057507234266,0.0653600238139921,0.656365621122859
62,1,81999,-0.0478671530116458,0.0654885048112695,0.465310132811488
63,1,82431,-0.0572194932527778,0.0657778182260611,0.384951416227012
64,1,83284,-0.0382361385240244,0.0653374284164941,0.558780188932085
65,1,83613,-0.0333887394634448,0.065337748783371,0.609658186182447
66,1,84112,-0.0259919816003672,0.0653544747393723,0.691086010517539
67,1,84701,-0.0700952842032099,0.0698994785053495,0.316643666108274
68,1,84858,-0.0320830508140794,0.0655313622217004,0.624732995709007
69,1,85751,-0.00162261274582029,0.0658229925607871,0.9803471454561
70,1,87445,0.00574396147677536,0.0659614860746239,0.930656872482727
71,1,87467,-0.0106126913559012,0.0663051036767495,0.872926588495616
72,1,89070,-0.0132353140988578,0.0658887460465673,0.840913045602914
73,1,89616,-0.00671936527753681,0.0655370673207792,0.918396038234692
74,1,89679,0.0212958357753084,0.065536541393936,0.745414448097541
75,1,89880,-0.0049147301170456,0.065562428457537,0.940286931580532
76,1,91472,0.00856995308378861,0.0660480347792502,0.89683548348709
77,1,93789,0.0189922733638181,0.0653612987197241,0.771548023044958
78,1,94351,-0.00528510418356949,0.0655405513094113,0.935774994348339
79,1,99148,-0.00109471555893204,0.0653690890815754,0.986648164022093
80,1,101281,0.482489965148037,0.714462957882103,0.499915623605163
81,1,106011,-0.0235416121174178,0.0681153579032794,0.729838794639467
82,1,106800,-0.0386213621611807,0.0654250055071026,0.555357189812495
83,1,107970,-0.0654484797568814,0.0651703313146522,0.315937342248434
84,1,109000,-0.0601443314588032,0.0652999627328367,0.357654935136599
85,1,112549,-0.0252351644403965,0.065290557518506,0.699355145299917
86,1,112742,-0.0602543814474467,0.0654803094250474,0.35810143027167
87,1,113050,-0.0731458701545652,0.0653326147598335,0.26364888956067
88,1,113135,-0.0459807464757635,0.0652359186723358,0.481375910435196
89,1,114076,-0.0396588921618559,0.0652476727565975,0.54369716897765
90,1,114628,0.0175262803420055,0.0654403108265137,0.788993634256892
91,1,116283,-0.0215657438433087,0.0658009577945752,0.743300963713024
92,1,126880,-2.73101438983185,1.22621667885873,0.0265648654721019
93,1,127853,0.0353551393153114,0.0656614769181902,0.590608746822062
94,1,128302,0.0575065624255821,0.0653644937938896,0.379575468451889
95,1,128704,0.0200335094264947,0.0654925738703381,0.759868878011745
96,1,128911,0.0402166862568387,0.0654735221758184,0.539450091630984
97,1,130267,0.00120537709891777,0.0654774191742357,0.985322933163178
98,1,130271,0.000182599014573293,0.0655551630330875,0.997779128390252
99,1,130613,0.00912911442783781,0.0661659892176984,0.890340491363511
100,1,132012,0.0184518769435777,0.0660200214125795,0.780033180159548
101,1,133231,-0.017338559186076,0.0655523016395035,0.791549317096859
102,1,137074,0.0206846487864057,0.0654563011753693,0.752183963653545
103,1,137304,0.00389654899170955,0.0654879854151469,0.952587366303749
104,1,139686,-0.0172825997698256,0.0655679234856062,0.79225494030568
105,1,149562,0.028106184058157,0.0657069461909796,0.669093554650275
106,1,150447,0.00611960136978096,0.0664522019800375,0.926678555658776
107,1,151446,-0.0242042306428853,0.133495209889554,0.856227057757261
108,1,154084,0.00818670964654061,0.066656881210882,0.902320581974609
109,1,156633,0.0129573899925239,0.0675686616980627,0.84803555585152
110,1,157269,0.0505888111987233,0.0653930984375723,0.43967870211547
111,1,160054,0.0215130951009823,0.066060399777173,0.744876104570779
112,1,166222,0.0288399830175479,0.0655636828662313,0.660295087945277
113,1,166416,0.0295329974228756,0.0654296297135212,0.65199979086595
114,1,167326,0.00834561204621453,0.0658189235348946,0.899173623545118
115,1,168836,0.0322551188122365,0.0654860033619383,0.62263692474486
116,1,171200,0.00508413509653682,0.065606048205071,0.938273742342071
117,1,171431,-0.0147089190314678,0.0660115498955764,0.82380181814732
118,1,173339,0.03129452245091,0.0654816256989285,0.633007912123653
119,1,173845,0.0411767908556203,0.0654118037109051,0.529428362089667
120,1,175121,0.060372817148527,0.0652396554559211,0.355389753763505
121,1,175281,0.0526630206069414,0.0653141443508516,0.420610754722155
122,1,175315,0.0616961514130574,0.0652711326460768,0.345188634688441
123,1,175523,0.0527866302093311,0.0656638945939881,0.422000796121343
124,1,175541,0.0573416846059216,0.0653845494663388,0.381087773413165
125,1,175653,0.0505866661307919,0.0656076394286372,0.441194019974268
126,1,175805,0.00167790982393276,0.0693766991140952,0.980718313626155
127,1,175818,0.0110206782569027,0.0677803667708069,0.870931177285254
128,1,175856,0.0255120452069301,0.066733064343073,0.702468973877309
129,1,175876,0.0425842155937055,0.0656848800266292,0.517205449231773
130,1,175989,0.044224613959171,0.0658694505226571,0.502406162371418
131,1,176001,0.0361288700186541,0.0662270267360779,0.585733179851919
132,1,176451,0.0191413065852495,0.067043612024217,0.775424494901912
133,1,177692,0.0626879854009909,0.0652684554077082,0.337479275042574
134,1,178191,0.0601776250392294,0.0653401173417856,0.357684383447107
135,1,178224,0.0626879854009909,0.0652684554077082,0.337479275042574
136,1,178960,0.0740572351155064,0.0657576215208528,0.26083947775944
137,1,179139,0.196720560899532,0.130143108827774,0.131537681426878
138,1,179139,-0.181252488123528,0.262781657990884,0.49080737165378
139,1,180955,0.0888807865145433,0.075504221503527,0.239923493125594
140,1,183802,0.0901721111552567,0.0651854699317111,0.167442184066948
141,1,183954,0.0951756711063265,0.0656425938646588,0.147972266910936
142,1,184450,0.11252242454205,0.0649859338666149,0.0842382774925065
143,1,184641,0.0761596003526759,0.0670380284533271,0.25669978336421
144,1,184718,0.109751705925506,0.0653716387206284,0.0940586426166133
145,1,185296,0.109583809746062,0.0650928957217495,0.093162649595322
146,1,185438,0.11049579758034,0.0650916263243483,0.0904755067208338
147,1,185469,0.110546895672243,0.0651860875278489,0.0907928731931304
148,1,185503,0.0941917360592275,0.0650890238245314,0.148750287456432
149,1,185705,0.0949009865689769,0.0658178893681875,0.150224996322495
150,1,185749,0.10224571530796,0.0657867206122047,0.121032801483354
151,1,185806,0.101571088177248,0.0658781211159092,0.124017396150707
152,1,185879,0.0970128118071854,0.0662179561255954,0.143796540090423
153,1,185916,0.0972357665644728,0.0661867294678013,0.142692814000499
154,1,185941,0.0815689612445595,0.0665364682582016,0.221042742507453
155,1,185954,0.0901400320116956,0.0667003638336158,0.177427176292724
156,1,186055,0.103353942126243,0.0653067712207284,0.114410097231153
157,1,186896,0.101118467683611,0.0663947411409818,0.128656738193157
158,1,187697,0.217651384691823,0.135355306742183,0.108729089548632
159,1,189392,0.277288099747496,0.13576254388818,0.0418495637052284
160,1,189416,0.126278500444212,0.131928125425972,0.33913325204869
161,1,190132,0.0384974806114661,0.0655891797314209,0.557613384353329
162,1,190148,0.043144055042256,0.0656007899997482,0.511175069591263
163,1,190165,0.0350293191340227,0.0661190881711486,0.596589669718076
164,1,190169,0.0375411268098297,0.0660326608910141,0.570040967634585
165,1,190933,-0.0735994878214309,0.0654099593355513,0.261267453767327
166,1,192149,0.000559635280851012,0.0660628781657938,0.99324578510966
167,1,192302,-0.0327771551810905,0.0872105263772638,0.707262025394988
168,1,192303,-0.0910797709211266,0.078607549777263,0.247376235408645
169,1,192305,-0.0605463791213925,0.0817788597532994,0.459569406088334
170,1,192315,-0.0312577551666386,0.0928279703108352,0.736522226073814
171,1,192795,-0.0258183692705264,0.0653886675539728,0.693195963303473
172,1,194020,-0.020128830923976,0.068880860119224,0.770284923166276
173,1,194187,-0.018200083122323,0.0654501222541413,0.781117115096143
174,1,194867,-0.0186264709212404,0.0654141558849322,0.776005115582616
175,1,197325,-0.0467838283440299,0.0669717804088224,0.485286798366063
176,1,197392,-0.0672963908579597,0.0677849316854671,0.321490980216886
177,1,198857,-0.0813762358454948,0.313666983569886,0.795450757255619
178,1,206666,-0.0632416248064849,0.0734998098167146,0.390134687254422
179,1,206675,-0.0424051681892177,0.0957640161127674,0.658175113385271
180,1,223051,-0.0832287883819813,0.075685194593212,0.272225020611097
181,1,223059,-0.129767629675232,0.0784218408601774,0.0988663771778468
182,2,7366,0.0475809364146862,0.0948516640586268,0.61623683992291
183,2,8180,-0.133940668807654,0.130442824553272,0.305210601103237
184,2,8187,-0.0756923022983536,0.135790380134423,0.577593644232088
185,2,8250,-0.317458032916079,0.132769400637502,0.0173235764053764
186,2,8253,-0.301157786593565,0.132876932373824,0.0240290898087359
187,2,8285,-0.0795983067864769,0.0724383179379333,0.272585625087947
188,2,8302,-0.122966466154715,0.0676066988041147,0.069781446586953
189,2,8306,-0.122966466154715,0.0676066988041147,0.069781446586953
190,2,8314,-0.123633293087828,0.0662031340170383,0.0626625632089474
191,2,8317,-0.131308079676232,0.0676867857757716,0.0531835754646433
192,2,8328,-0.121298558841317,0.0674338609952327,0.0729078642480009
193,2,8331,-0.119751807180824,0.0673137696243705,0.0760987027309539
194,2,8498,-0.112716690629396,0.0661604799332665,0.0893198205133368
195,2,8651,-0.110239705827717,0.0662347464392225,0.0969241019640659
196,2,9418,0.085219759886396,0.169051085779523,0.61450098419155
197,2,9812,-0.0934486865892705,0.0667040434724884,0.162109033297528
198,2,9932,-0.105646376401026,0.0663878848895811,0.112425863022222
199,2,10135,-0.0990080068850436,0.0661609076006396,0.135423988104876
200,2,11616,-0.103591964629896,0.0660703309711953,0.117799376399199
201,2,12133,-0.102966055072685,0.0663375761200513,0.121521722210374
202,2,12194,-0.105982862632798,0.0665824356300975,0.112335039503931
