SNP,Chr,Pos,Effect,SE,ERG11_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.105667886968877,0.0793873225336139,0.184034111142869
2,1,1035,0.108751271016004,0.0802484798922779,0.176226202602647
3,1,1074,0.00768518717847577,0.135965982336724,0.954957258274628
4,1,1470,-0.161562252522128,0.135203783123624,0.232907359647037
5,1,1475,0.0123879991253819,0.0999941476039743,0.901475066031572
6,1,1491,-0.0288247980570548,0.0874577618758468,0.741908765130704
7,1,21249,-0.387827542783518,0.501744222240725,0.440064098430656
8,1,27243,0.0397509763207426,0.0684734987402972,0.561927116538295
9,1,27272,-0.0207294739166135,0.0674683493391808,0.758836258323778
10,1,27498,0.105675184018813,0.616163243473816,0.863924834370439
11,1,27561,-0.00693403738991538,0.465512390301765,0.988123969151517
12,1,27816,0.0423573308267958,0.06881731549551,0.53861856734728
13,1,27822,0.0442789344873238,0.0687263263058458,0.519812892740925
14,1,27823,0.0224535638657411,0.070172992995849,0.74917701106901
15,1,27825,0.0335933585081143,0.0687434737301027,0.625373797363643
16,1,27843,0.0394430640491586,0.0658473743867407,0.549552167336945
17,1,27848,0.0394430640491586,0.0658473743867407,0.549552167336945
18,1,28495,0.0732222605735756,0.0657665273868044,0.266308529233211
19,1,28975,0.0515836007829067,0.0653838976247814,0.430679932656845
20,1,29283,0.0185072532877308,0.146654413468922,0.899648337472887
21,1,29752,-0.252593693633061,0.15230877293144,0.0981186232214177
22,1,29787,-0.0883156228236839,0.413706477765529,0.831080418886126
23,1,30057,0.0545448157629789,0.134115716729759,0.684475062575928
24,1,30479,-0.126341414621939,0.39300939188631,0.748043183363035
25,1,30706,0.0163947291845973,0.0675791577865866,0.808455882628732
26,1,31435,0.0384806789661082,0.0652359867355494,0.555655925689635
27,1,35128,-0.0658692476799096,0.0898907054907215,0.464184769963425
28,1,35129,-0.0782322588167954,0.0900932449024578,0.385793997256513
29,1,36146,0.0624703744798785,0.0648463929394354,0.336026713406044
30,1,37255,0.109594579089583,0.130930207535883,0.403133142310133
31,1,37409,0.118662275408648,0.0649764292884171,0.0686592820987979
32,1,37478,0.104374895049816,0.0651021814303066,0.109774418566587
33,1,39144,0.0216747538298257,0.0650303859719824,0.739104254508287
34,1,41499,0.0295707901687399,0.0648411107422817,0.648634440676974
35,1,45359,-0.255146475183807,0.108346251802222,0.0190736804793608
36,1,45634,-0.0116302662305721,0.100296042924618,0.907750678434597
37,1,51248,0.0570731930805121,0.0650654130049613,0.380992842101711
38,1,51462,0.0574263287487381,0.065152955380983,0.378696829950152
39,1,52124,0.0558292310153454,0.0650684703560117,0.391470540867693
40,1,52667,-0.0128791529637118,0.0650282821580523,0.843116319357811
41,1,55470,0.0382305626492184,0.0667706869452631,0.567303706041049
42,1,59265,0.0375004025351003,0.0649684356963988,0.564165831920126
43,1,60165,0.0354112907596381,0.0649226180969721,0.585796492455302
44,1,62308,0.0172808299857522,0.0648720194654209,0.790099468038532
45,1,62869,0.0153870265331669,0.064865221089323,0.812627331629245
46,1,65431,0.0705374432087746,0.0676465582977659,0.297784562140867
47,1,65451,0.0822379256377227,0.066646430683335,0.218044881009873
48,1,65719,0.0531285814653988,0.0695921772963663,0.445718403121198
49,1,66841,0.0326090182210936,0.0648777525294144,0.61554312230118
50,1,66948,0.0227109305898432,0.0652880795553547,0.728154739010189
51,1,68621,0.00203900498405185,0.0651222809682567,0.975039687649289
52,1,69417,0.00744736520027423,0.0649487606835264,0.908775659737176
53,1,69820,-0.677820337950783,0.251577636061173,0.0073911831917335
54,1,69821,-0.0406878347700665,0.157676108539334,0.796521069441016
55,1,70906,-0.0585992232085069,0.1042879133015,0.57454175703731
56,1,74327,-0.0582082347935436,0.0652335330207026,0.372837104787975
57,1,74572,-0.0592836518467666,0.0650567173884635,0.362779702343674
58,1,75211,-0.0629387040873498,0.0649281007228132,0.333029297221599
59,1,76030,-0.0410125586297776,0.0649778043932987,0.528332633610461
60,1,80108,-0.116886164461836,0.0647006786692293,0.0716811540384323
61,1,81262,-0.122883554469235,0.0646444922209801,0.0581276636092907
62,1,81999,-0.115365466357834,0.0648431154675871,0.0760759702102762
63,1,82431,-0.0816108860369826,0.0652971984737673,0.212186901825756
64,1,83284,-0.133272172792519,0.0645768952574628,0.0397695258281852
65,1,83613,-0.115951455454465,0.0646643179198191,0.0738082699927388
66,1,84112,-0.115826135748631,0.0646721453759555,0.0741541044751687
67,1,84701,-0.0770031369231046,0.0694457292890883,0.268260693866677
68,1,84858,-0.0786395161216887,0.0650140672860356,0.227250709784415
69,1,85751,-0.110378157439487,0.0651521036228285,0.091116710848175
70,1,87445,-0.120549357381571,0.0652399739738512,0.0654700473898858
71,1,87467,-0.142127777589424,0.0654622736612312,0.030586299488127
72,1,89070,-0.11022102608442,0.0652221695755903,0.0919238391157369
73,1,89616,-0.112028869710609,0.0648596868716003,0.0849975620443313
74,1,89679,-0.112922628670002,0.0648635793692564,0.0825679975546387
75,1,89880,-0.113760663074933,0.0648760079777066,0.0803825728549308
76,1,91472,-0.0963176007769107,0.0654411093624951,0.141960151327214
77,1,93789,-0.0879896836209897,0.064796285787313,0.175349002152409
78,1,94351,-0.0875986283528965,0.064969204797323,0.178423174075842
79,1,99148,-0.102085150628264,0.0647376927979063,0.11571323781239
80,1,101281,0.717354125553434,0.709481382829996,0.312662795480668
81,1,106011,-0.0840102424813327,0.0675582273038235,0.214500196031549
82,1,106800,-0.0448363528630097,0.0650091522526217,0.490840448098175
83,1,107970,-0.0280550140149447,0.0648430187957165,0.665525625680809
84,1,109000,-0.0682484840643026,0.064872895440711,0.293503623504239
85,1,112549,-0.0186382847402142,0.0648933817557507,0.774117025429914
86,1,112742,-0.000961491524367419,0.0651537978115289,0.988234174454142
87,1,113050,0.05349239802953,0.0649818687904169,0.410955951848242
88,1,113135,0.0058652733173544,0.0648777883726176,0.928016696654889
89,1,114076,0.00802407948882847,0.064877133743116,0.901638117397501
90,1,114628,0.00668283791977125,0.0650416981461157,0.918222130782293
91,1,116283,0.0400543560963627,0.0653696775367616,0.540445432806359
92,1,126880,-3.58398818578882,1.21225764288246,0.00332129722310526
93,1,127853,-0.000616729104128966,0.0652826474264111,0.992467785221077
94,1,128302,0.00457743578964659,0.0650314386894365,0.943924665291225
95,1,128704,0.0129350828094221,0.0650929887741886,0.842598532963629
96,1,128911,0.0187553831191621,0.0650961805436098,0.773425484079575
97,1,130267,-0.0616112740260683,0.0649902956900425,0.343774268829495
98,1,130271,-0.0544786800493867,0.065085649301909,0.403141669491183
99,1,130613,-0.0519993505300094,0.0657007644726038,0.42920865092384
100,1,132012,-0.0877012351612151,0.0654532163911241,0.18113739822346
101,1,133231,-0.0912069731537848,0.0649727191347195,0.161265453583016
102,1,137074,-0.106990801531652,0.0648114660875746,0.0996686709569865
103,1,137304,-0.0893582239679638,0.0649097606270477,0.1694920266312
104,1,139686,-0.111424871517098,0.0648988927874806,0.0868747136710002
105,1,149562,-0.104057686687054,0.0650827428530027,0.110748090872741
106,1,150447,-0.123688120174407,0.06571356174361,0.0606269971116009
107,1,151446,-0.298672721723872,0.131720959812729,0.0239658642286965
108,1,154084,-0.107674278704504,0.0659981802686043,0.103682232097126
109,1,156633,-0.0912155901877127,0.066979042937423,0.174112832292038
110,1,157269,-0.0901599829769772,0.0648669522827694,0.165428531564711
111,1,160054,-0.0768221596991603,0.0655347524651585,0.241893047755684
112,1,166222,-0.0768615150804188,0.0650480149709748,0.23815509990202
113,1,166416,-0.0749660780403055,0.0649217135555828,0.248988226747968
114,1,167326,-0.0961138420432736,0.065213489084313,0.141417538128873
115,1,168836,-0.0906873734737599,0.0649246579113452,0.163348404624366
116,1,171200,-0.0828060883831873,0.0650522033303326,0.203885009351767
117,1,171431,-0.0801496716789729,0.0654695522956482,0.221682571512872
118,1,173339,-0.0920874959924886,0.06491339755026,0.156891869212741
119,1,173845,-0.074567790887837,0.0649230129399181,0.251516323840313
120,1,175121,-0.0631163008453167,0.0648282651574622,0.330925676042152
121,1,175281,-0.0651597709223621,0.0648777931054453,0.315899681027378
122,1,175315,-0.0635374245392626,0.064861871397275,0.327964097928393
123,1,175523,-0.0637278559275267,0.0652298452856122,0.329251119804913
124,1,175541,-0.0645291588853864,0.0649606672254125,0.321216239469357
125,1,175653,-0.0757133481871662,0.0651326967089198,0.245838972890397
126,1,175805,-0.0915534176492666,0.0687757815640306,0.183986605726679
127,1,175818,-0.0717245643896542,0.0672559307214545,0.286952613538186
128,1,175856,-0.0616150258854917,0.0662534455960486,0.353011916853467
129,1,175876,-0.0592332002962833,0.0652418450612985,0.364549394106217
130,1,175989,-0.0672869283141789,0.0654063620952357,0.304300585154909
131,1,176001,-0.0754844349848528,0.0657229743881262,0.25152984799671
132,1,176451,-0.0679916363954823,0.0665388175275836,0.307559165681545
133,1,177692,-0.0768905925827837,0.0648209094062528,0.236340918052226
134,1,178191,-0.07424290327767,0.0648942621939395,0.253374110825383
135,1,178224,-0.0768905925827837,0.0648209094062528,0.236340918052226
136,1,178960,-0.0961261244575361,0.0652684948870781,0.141701461007056
137,1,179139,-0.119491521603194,0.12960112379626,0.357161162495709
138,1,179139,-0.139500926723526,0.261228794553023,0.593665078445193
139,1,180955,-0.0972800997243368,0.0750064474943572,0.195493222572305
140,1,183802,-0.0472653908340874,0.0649094171408088,0.466989440640252
141,1,183954,-0.0523802164590384,0.0653716413836209,0.423515406158982
142,1,184450,-0.0536500255639516,0.0647952839568441,0.408234029922078
143,1,184641,-0.0495327894451871,0.0666935093679051,0.458161624244367
144,1,184718,-0.0455664495875627,0.0651815769139748,0.48496896588209
145,1,185296,-0.025598492743979,0.0649356782401204,0.693661780470851
146,1,185438,-0.0423220098688561,0.0649139654256897,0.514844282819054
147,1,185469,-0.0446460083168899,0.0650033581482594,0.492643204769179
148,1,185503,-0.0498554592151583,0.064824251733748,0.442356212790288
149,1,185705,-0.0512199486132775,0.0655469796196591,0.435077233243525
150,1,185749,-0.0511707698118715,0.0655470884326598,0.435518680806986
151,1,185806,-0.0244347997165182,0.0656783709092154,0.710088359476501
152,1,185879,-0.0582836396143348,0.0659357403852735,0.377326950843884
153,1,185916,-0.0475453213546138,0.065930104948653,0.471296185586916
154,1,185941,-0.0618668868471746,0.0661842017453462,0.350546765912223
