SNP,Chr,Pos,Effect,SE,FMP45_HNM1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0139471554650316,0.120002027767026,0.907540844356975
2,1,1035,0.180940665321681,0.120934308911903,0.135497737332692
3,1,1074,0.117666170100134,0.204921784935825,0.566197901191436
4,1,1470,-0.193244972296165,0.204020067514733,0.344191893200339
5,1,1475,0.018880322310904,0.150776272237854,0.900420048875043
6,1,1491,-0.000723547418339132,0.131893616027218,0.995626052896716
7,1,21249,-0.0338513751605944,0.757193701655787,0.964366641841515
8,1,27243,0.0238193032517826,0.103289374521461,0.817753339096661
9,1,27272,0.000903403052411877,0.101745854307037,0.99292067914405
10,1,27498,1.17898918030566,0.927000009622492,0.204269721686967
11,1,27561,0.80363172141266,0.700619421906467,0.252145932187425
12,1,27816,0.00453310779888416,0.103821691126242,0.965198170695626
13,1,27822,0.0033892869552804,0.103689860717586,0.973942845487635
14,1,27823,-0.0258959729219559,0.105816832555039,0.806811938380321
15,1,27825,0.00929655712480859,0.103688837030193,0.928609661237694
16,1,27843,-0.0233233088848646,0.0993307655334967,0.814496629519797
17,1,27848,-0.0233233088848646,0.0993307655334967,0.814496629519797
18,1,28495,0.0452342716958665,0.099310951726094,0.649043125502747
19,1,28975,0.0293831491884941,0.0986637048781863,0.766022518298086
20,1,29283,0.251844137806248,0.220731465673431,0.254663098575266
21,1,29752,-0.0645884332303752,0.230526364995894,0.779505002320654
22,1,29787,0.274039167340986,0.623677740840889,0.66064619380258
23,1,30057,0.0962019784270183,0.202209163763006,0.634543363570394
24,1,30479,-0.422999262214641,0.592258843087869,0.475567161945137
25,1,30706,-0.00410308074042887,0.101907606796797,0.967906410716846
26,1,31435,-0.0617617250995238,0.0983597433310242,0.530464510829862
27,1,35128,-0.0999850658078407,0.135540468047357,0.461200912035428
28,1,35129,-0.129052916007198,0.135818683957483,0.342668194838851
29,1,36146,0.0151071353769006,0.0979038896690668,0.877456827586317
30,1,37255,-0.109188000175111,0.197533692700119,0.580780121108882
31,1,37409,0.0150949657742644,0.0984332830925058,0.878208120469889
32,1,37478,0.0191231050609557,0.0985159241909258,0.846199984352509
33,1,39144,0.0463906381323761,0.0980405174375027,0.636378493198113
34,1,41499,0.0881169109441779,0.0976870565550648,0.367654598456677
35,1,45359,-0.220055679422388,0.164231237172039,0.181135293457251
36,1,45634,-0.00347547131984838,0.151234323762936,0.981678648993291
37,1,51248,0.0193961993698046,0.0982104304320638,0.843552826765768
38,1,51462,0.0236270854651278,0.0983409975345393,0.810270707723307
39,1,52124,0.0409853724727073,0.0981916277551855,0.67663820849771
40,1,52667,0.0449897536542724,0.0980292103551181,0.646558041431338
41,1,55470,0.0267610850751259,0.100716961161831,0.790620873186059
42,1,59265,-0.0352015769733549,0.0979910738637978,0.719635959804464
43,1,60165,-0.0250210655464179,0.0979258665363584,0.798477818120695
44,1,62308,-0.119161859049233,0.0976214041385857,0.223032168967159
45,1,62869,-0.0784633538829611,0.0977257365462506,0.422576568442802
46,1,65431,-0.054472429708125,0.102116795825293,0.594069842440036
47,1,65451,-0.0590286647970135,0.100660412087215,0.557972197825133
48,1,65719,-0.0994167789964828,0.104887884933252,0.343860064987778
49,1,66841,-0.129016120490918,0.0976198093475819,0.187151188180299
50,1,66948,-0.146264290345799,0.0981533743468286,0.137074967689846
51,1,68621,-0.165234648722217,0.0978002540598093,0.0920043997402434
52,1,69417,-0.156424286172252,0.0975803916462867,0.109822413611894
53,1,69820,-0.588444460957827,0.381940345624023,0.12429276142333
54,1,69821,0.0403494634511463,0.237764909165561,0.865340776418093
55,1,70906,-0.285202009487785,0.15658695911337,0.0693976686717269
56,1,74327,0.0589375991757793,0.0984233832593885,0.549678966797
57,1,74572,0.0654351288501199,0.0981494207895375,0.505406382273591
58,1,75211,0.0706539811330841,0.0979600087879517,0.471231088598552
59,1,76030,0.0389495184404671,0.0980102407298348,0.691310830517984
60,1,80108,0.0275349057559986,0.0979980260337777,0.778894889386868
61,1,81262,-0.0720899765535517,0.0978967676438926,0.461983858422386
62,1,81999,-0.0773679640974279,0.0981248259931875,0.430954099459568
63,1,82431,-0.0107869348433111,0.0986744285017978,0.913012035786162
64,1,83284,-0.0536881542688288,0.0979163605850912,0.583828203576319
65,1,83613,-0.0890220354496625,0.0978325829235376,0.363473662459052
66,1,84112,-0.0618573715250591,0.0979027052014968,0.527910229219182
67,1,84701,-0.102236688525129,0.104754824101344,0.329751814941897
68,1,84858,-0.0651808798060936,0.0981732373205297,0.507163809762382
69,1,85751,-0.0309627102295198,0.0986245175886908,0.753747979112622
70,1,87445,-0.0588919329920947,0.0987970885206232,0.551497289228419
71,1,87467,-0.0405761046456173,0.0993407947757528,0.683188351826025
72,1,89070,-0.0242712502401536,0.0987339265528282,0.805960705062382
73,1,89616,-0.0949135818259653,0.098081182408595,0.333854601213341
74,1,89679,-0.0673839466297869,0.0981581303163808,0.492858876200074
75,1,89880,-0.0851059176188107,0.0981440405046005,0.386447145381346
76,1,91472,-0.0689355877169302,0.0989097656895891,0.48629010151549
77,1,93789,-0.0318930814820108,0.0979433390407138,0.744898849886708
78,1,94351,-0.0616764348534928,0.0981609812953346,0.530201121862561
79,1,99148,-0.033529163007159,0.0979417911007035,0.732300539240915
80,1,101281,0.882117877733924,1.07031140472596,0.410399839709629
81,1,106011,-0.114603989107249,0.101908275131626,0.26153123713409
82,1,106800,-0.087751797250844,0.0979789248163924,0.371066537256642
83,1,107970,-0.0896336949398176,0.0976831472299243,0.359456750373142
84,1,109000,-0.0291655006170286,0.0979596329526663,0.766084553057565
85,1,112549,0.00465742300599685,0.0978607130248819,0.962068029124659
86,1,112742,-0.00792885456831338,0.0982413872098449,0.935720003467163
87,1,113050,-0.019657958443662,0.0980714408824528,0.841247773380153
88,1,113135,-0.0358274424031263,0.097808627532076,0.714359585848749
89,1,114076,-0.0966238968504169,0.0976919433810694,0.323307722641812
90,1,114628,-0.0740608668235878,0.0979954515702959,0.45029818408618
91,1,116283,-0.0480438876074988,0.0985870243031657,0.626330764716335
92,1,126880,0.257610453742678,1.85034593486441,0.889353438491557
93,1,127853,-0.138670038849644,0.0981594750751111,0.158624555596874
94,1,128302,-0.145318479183928,0.0977529394991758,0.138015900246255
95,1,128704,-0.188991744827476,0.0976392784989523,0.0537135210116575
96,1,128911,-0.144959736202218,0.0978632588479293,0.139432590173804
97,1,130267,-0.177491572976981,0.0976645643450944,0.0700098727742339
98,1,130271,-0.176074075353147,0.0977888229049286,0.0726266723462706
99,1,130613,-0.0910777472427757,0.0990362995410183,0.358388883237322
100,1,132012,-0.278880522666193,0.0978246930656476,0.00461698061923842
101,1,133231,-0.28485095719916,0.0970653888085753,0.00355799732797084
102,1,137074,-0.302535214179576,0.0967720514071848,0.00191729889536076
103,1,137304,-0.31006671329831,0.0967390882369049,0.00147285899556085
104,1,139686,-0.3870384916832,0.0960821342366023,6.88509202197327e-05
105,1,149562,-0.299829858149095,0.0971883501135235,0.00219585856111683
106,1,150447,-0.299664579168453,0.0982967181898919,0.00247282215727789
107,1,151446,-0.543018826978375,0.197958121697916,0.00639673992716114
108,1,154084,-0.3061516144083,0.0985519199158208,0.00204650923882265
109,1,156633,-0.296428428461349,0.100022737609147,0.00324692208120583
110,1,157269,-0.306073567588926,0.0967146156679197,0.00168728836698338
111,1,160054,-0.26665051561856,0.0979863539410332,0.00682474836809658
112,1,166222,-0.272123218655772,0.0972034036451537,0.00539915237016293
113,1,166416,-0.28206753866126,0.0969211734318336,0.00384018129561884
114,1,167326,-0.273712541724393,0.097552554494845,0.00529745568224513
115,1,168836,-0.157387915246778,0.0978088574007056,0.108480150317774
116,1,171200,-0.137996884703051,0.0980391947714687,0.160138820684844
117,1,171431,-0.133428109306803,0.0986724864278046,0.177166714268977
118,1,173339,-0.178654287673147,0.0976967348860469,0.0682939171554261
119,1,173845,-0.170647094609834,0.0976555584484878,0.0814308340254809
120,1,175121,-0.150500036435337,0.0975542462177491,0.123791819682146
121,1,175281,-0.13544515395031,0.0977001549057384,0.166519588402714
122,1,175315,-0.14064253153768,0.0976484201336586,0.150670261254641
123,1,175523,-0.143536129242254,0.0981930722106742,0.144692635200619
124,1,175541,-0.138432561491359,0.0978107376098367,0.157859078861564
125,1,175653,-0.147781253741808,0.0980833634466232,0.132784394163447
126,1,175805,-0.165582545541795,0.103589429258233,0.110837486419133
