SNP,Chr,Pos,Effect,SE,SRO9_DHH1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.131618680016239,0.187699290097576,0.483627114320194
2,1,1035,0.22841450106389,0.189495235422632,0.228862535069676
3,1,1074,0.313531268780363,0.320457771063941,0.328553677187808
4,1,1470,0.14154365251723,0.319647629773709,0.658173292720793
5,1,1475,0.375669241743307,0.235150713593677,0.11103389117566
6,1,1491,0.49085362727675,0.204779218097194,0.017049752027893
7,1,21249,0.212567228502234,1.18510391576153,0.857753315294778
8,1,27243,-0.0857043321848754,0.161615659573983,0.596239301078931
9,1,27272,-0.0538108386172813,0.159226198299751,0.735600125163585
10,1,27498,-0.777786480559571,1.45366545855334,0.592950841903467
11,1,27561,-0.429008925504918,1.09840926230497,0.696348532215627
12,1,27816,-0.00673332183073005,0.16250106656884,0.966972094477191
13,1,27822,-0.01794275492748,0.162292118697566,0.912029376660182
14,1,27823,0.00118547328471524,0.165637842372894,0.994293616221333
15,1,27825,-0.0075492966932289,0.162294431079881,0.962925241886553
16,1,27843,-0.0372231087371177,0.155471373942075,0.810918115766751
17,1,27848,-0.0372231087371177,0.155471373942075,0.810918115766751
18,1,28495,-0.0477722077878077,0.155465722893951,0.758808029811244
19,1,28975,-0.000974257115826244,0.154447167169085,0.994970518221435
20,1,29283,-0.116789436506062,0.346068053247421,0.735959174250614
21,1,29752,-0.10540381847242,0.360814844684962,0.770361007388015
22,1,29787,1.66700334825005,0.972403745594053,0.0873492039167882
23,1,30057,-0.217895503983343,0.316385409555996,0.491462717243221
24,1,30479,1.39402664019958,0.924697209249401,0.132564314260383
25,1,30706,-0.0750441628147834,0.159455459631325,0.638197257365778
26,1,31435,-0.0796810145284143,0.153979579116513,0.605146774594096
27,1,35128,0.367466269429,0.211407714574212,0.083049747238637
28,1,35129,0.0780477424661381,0.212813647604458,0.714031067073585
29,1,36146,-0.203494630271246,0.152860455096209,0.183967689765466
30,1,37255,-0.153161529222544,0.309204760993955,0.620668243617833
31,1,37409,-0.175082720450148,0.153790185435133,0.255703893245113
32,1,37478,-0.13862319844069,0.154028089769514,0.368740988610778
33,1,39144,-0.0617715369185192,0.153465812057981,0.687552301703416
34,1,41499,-0.000790357672484886,0.153075242147822,0.995883299507992
35,1,45359,-0.0372529373474695,0.25769887856037,0.885140816753374
36,1,45634,-0.211473985046051,0.236443384288016,0.371719528069958
37,1,51248,-0.0561122999462623,0.153697793548211,0.715268822306076
38,1,51462,-0.060571336643385,0.153901499170668,0.694134589977956
39,1,52124,-0.0464157039145568,0.153706955257929,0.762848724259878
40,1,52667,-0.0538423774376972,0.153453682854425,0.725894770612159
