SNP,Chr,Pos,Effect,SE,FMP45_MEP1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.135397533599949,0.173588431042757,0.435918430577897
2,1,1035,-0.0141358639922952,0.175637021833603,0.935898410788366
3,1,1074,0.0179269155854467,0.296815392528315,0.951873207471134
4,1,1470,0.0941477523150729,0.295705591239451,0.750382408856369
5,1,1475,0.189157632562683,0.218061033741712,0.386283306364004
6,1,1491,0.0666868721513711,0.19091786255555,0.727075269424612
7,1,21249,-0.791854848768679,1.09543050014506,0.470237854032712
8,1,27243,0.0677050576911156,0.149506491761585,0.650929939584925
9,1,27272,0.0304465987951099,0.147295099855176,0.836359613048982
10,1,27498,-1.22291800500681,1.34357305227658,0.363338974146222
11,1,27561,1.58458928879761,1.01271435051139,0.118550385737761
12,1,27816,-0.157156137758252,0.150076804925836,0.295737004964531
13,1,27822,-0.163798127170688,0.149865323212199,0.275152802060477
14,1,27823,-0.160990484925426,0.152971010453717,0.293324566998752
15,1,27825,-0.161333708482089,0.149872896023955,0.282452152228981
16,1,27843,-0.147380263584905,0.143604665506118,0.305456889850968
17,1,27848,-0.147380263584905,0.143604665506118,0.305456889850968
18,1,28495,-0.10714713103639,0.143707966057744,0.456411678868213
19,1,28975,-0.139519252640515,0.142666586451342,0.328774095671221
20,1,29283,-0.203719133043756,0.319972131501319,0.524747416897833
21,1,29752,0.118597475505127,0.33372521518118,0.722521201160462
22,1,29787,2.17049126019241,0.895766545244352,0.0158930155694537
23,1,30057,-0.293515230280198,0.292428020596577,0.3162021451007
24,1,30479,1.28931570511173,0.8553219630521,0.132601536692343
25,1,30706,-0.192403969222193,0.147182686087783,0.191980042739124
26,1,31435,-0.217581029517609,0.142009802191822,0.126379867916066
27,1,35128,0.185356403987177,0.196133857011489,0.34527948780069
28,1,35129,-0.16595439073349,0.196686482665454,0.399380035879611
29,1,36146,-0.352173468850331,0.140501696767043,0.0126408080418313
30,1,37255,-0.381719562617433,0.285383652062232,0.181898984086651
31,1,37409,-0.248654689989427,0.141897074205395,0.0805802180263841
32,1,37478,-0.276897851228967,0.141871999461421,0.0517590339272842
33,1,39144,-0.15392001533767,0.14174800959281,0.278277153909553
34,1,41499,-0.138331422060785,0.141399160786368,0.328593764393295
35,1,45359,-0.506858806099789,0.236840493327186,0.0330328936896992
36,1,45634,-0.0648454102434042,0.218924587704554,0.767251711754664
37,1,51248,-0.203204343615584,0.141781474169163,0.152679438578643
38,1,51462,-0.195687174706946,0.142004761109829,0.169066123262005
39,1,52124,-0.178194730534446,0.141876735478073,0.20995286230315
40,1,52667,-0.194679699715033,0.141586862687638,0.17000840577736
41,1,55470,-0.147746009883422,0.145616806073665,0.310980985255864
42,1,59265,-0.0491491744389381,0.141869774531638,0.729219483728966
43,1,60165,-0.0553561119119437,0.141756050414806,0.6964004516013
44,1,62308,-0.276732298650816,0.140862774925632,0.0502501550961658
45,1,62869,-0.25129161647108,0.140979919024162,0.0755329683638396
46,1,65431,-0.221994591477527,0.147427887092666,0.133016839318473
47,1,65451,-0.197711543000638,0.145423259543342,0.174837228616808
48,1,65719,-0.164495066418533,0.151793747316969,0.279248603260719
49,1,66841,-0.1810033398887,0.141351766888004,0.201204110550727
50,1,66948,-0.243442738053926,0.141959090945981,0.0872449412805997
51,1,68621,-0.289115989040601,0.141327742589439,0.0415253594747229
52,1,69417,-0.194277719423716,0.141409106940187,0.170353834582135
53,1,69820,-0.481836952321057,0.554222505585832,0.385223167883773
54,1,69821,-0.449558095895152,0.343408960171039,0.191350585513114
55,1,70906,-0.0172615875323681,0.227761865605195,0.939630796566651
56,1,74327,-0.125366559727982,0.142409962489697,0.379284067094938
57,1,74572,-0.118362252858463,0.142047012299056,0.405260913513093
58,1,75211,-0.0999754695411965,0.141827662159181,0.481332252649688
59,1,76030,-0.114193254095246,0.141797248484236,0.421172704387019
60,1,80108,-0.110104436301243,0.141772823076946,0.437899632748169
61,1,81262,-0.208500616594977,0.141405460493669,0.141241580092651
62,1,81999,-0.197291789991453,0.141798358906085,0.164994160308682
63,1,82431,-0.16504961331448,0.142589365875541,0.247843814264856
64,1,83284,-0.0705803456271998,0.141770384873758,0.618899968557545
65,1,83613,-0.0490913254261192,0.141780445379339,0.729361940380457
66,1,84112,-0.100533957383921,0.141719166740396,0.478551655757554
67,1,84701,-0.0305326679944243,0.151856055555667,0.840764939263874
68,1,84858,0.0233439965132339,0.142214979889821,0.869710285668167
69,1,85751,-0.0627211595575582,0.142765945605628,0.660692281781259
70,1,87445,-0.0674955556986706,0.143061752420169,0.637365921750176
71,1,87467,-0.132097188752128,0.143684105861996,0.358535929957182
72,1,89070,-0.0926469497715856,0.142870599359296,0.517104185709784
73,1,89616,-0.0754367721115124,0.142129940682414,0.595919415268359
74,1,89679,-0.095103248760082,0.142114529280336,0.503804412933548
75,1,89880,-0.101491977254791,0.142138067872989,0.475675559103362
76,1,91472,-0.05065574609209,0.143271133697746,0.723875513920036
77,1,93789,-0.0496762550677095,0.14179549862092,0.726294512467673
78,1,94351,-0.0952158378055293,0.142103054362707,0.503265402256861
79,1,99148,-0.0784703780052313,0.141758634798975,0.580237837788461
80,1,101281,1.66511515119621,1.54851455253962,0.282975577167861
81,1,106011,-0.0853430602570172,0.147733384310894,0.56384646653113
82,1,106800,-0.185775309226098,0.141666798620699,0.190590539130927
83,1,107970,-0.10776697792404,0.141474489073544,0.446722966058302
84,1,109000,-0.0932938772430736,0.141753304466192,0.510875534078933
85,1,112549,-0.248123879797925,0.141062845538696,0.0794506978367855
86,1,112742,-0.22761433423192,0.141714789894693,0.109136449098971
87,1,113050,-0.219955947984408,0.141508954632203,0.120994481377734
88,1,113135,-0.241715048097887,0.141045208437995,0.0874540645501774
89,1,114076,-0.119105145176323,0.141488787426508,0.400470292187992
90,1,114628,-0.0332222294306267,0.141978021384095,0.815124058380245
91,1,116283,-0.0262869082432375,0.142771905329594,0.854026438876291
92,1,126880,-1.70655448766004,2.67739772987391,0.524282090013978
93,1,127853,-0.0357045293430212,0.142500251619806,0.802301889358104
94,1,128302,-0.0143119160617257,0.14196346499269,0.919755284099474
95,1,128704,-0.0473679029687763,0.142084459107984,0.739046524199217
96,1,128911,0.0240615095629689,0.142116782539271,0.865651354657527
