SNP,Chr,Pos,Effect,SE,RET2_EMP70_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0446041645305072,0.101510591629265,0.66063765899737
2,1,1035,0.014652281703868,0.10264620749626,0.886572641851271
3,1,1074,-0.0521803402613585,0.173447637495159,0.763712067096668
4,1,1470,-0.150009224185492,0.172660677350077,0.385541683901737
5,1,1475,0.218959171541548,0.127044615796662,0.0856769332757373
6,1,1491,0.0861739929399761,0.111503858428346,0.440137679636605
7,1,21249,-0.468683306748362,0.640194558382021,0.464596285458432
8,1,27243,-0.0336075914240719,0.087383732339122,0.700767017298288
9,1,27272,-0.00775349992644458,0.0860884689494768,0.928287177668689
10,1,27498,-0.543058095699022,0.78561898981372,0.489863603405779
11,1,27561,0.338096225129513,0.593640834630381,0.569358797909147
12,1,27816,0.0179347095833952,0.0878409112250145,0.838336261427787
13,1,27822,0.0138580532880838,0.0877313480852882,0.874578551942284
14,1,27823,0.0228266052820171,0.0895333465007208,0.798909508230451
15,1,27825,0.0166210584315264,0.0877299884329882,0.849843559152306
16,1,27843,0.0444912301324687,0.0840191866716878,0.596766159214295
17,1,27848,0.0444912301324687,0.0840191866716878,0.596766159214295
18,1,28495,0.0549581285241801,0.0840029982576549,0.513383143695067
19,1,28975,0.0174898534207036,0.0834868698256776,0.834184820890815
20,1,29283,-0.0916920506068664,0.187046241554579,0.624289420796897
21,1,29752,-0.0922929330737876,0.195013354010445,0.636316879177107
22,1,29787,1.58264553147144,0.521087407277442,0.0025655586517946
23,1,30057,0.11931053354324,0.171030700655501,0.485888358178301
24,1,30479,0.164537917094436,0.501408955796894,0.742991949414514
25,1,30706,0.0376199470496231,0.0862032574241277,0.662806217314317
26,1,31435,0.031461112271429,0.0832540111802522,0.705737169167205
27,1,35128,0.169734227248779,0.114416090369894,0.138838632985606
28,1,35129,0.0700582115940751,0.115005667698586,0.542802406689995
29,1,36146,-0.025141825237996,0.0828306611636166,0.761662649138144
30,1,37255,0.172365298165886,0.166958143096082,0.302597974268062
31,1,37409,0.0667134186398033,0.0832136586121086,0.423258706122104
32,1,37478,0.0472277474496928,0.0833230732487944,0.571208414085258
33,1,39144,0.0112580607485588,0.0829784199453482,0.892155892900128
34,1,41499,0.02815010049406,0.0827368486873358,0.733880762852798
35,1,45359,-0.36407268041265,0.137958416340369,0.00868354469218548
36,1,45634,-0.079955894948557,0.127892064110673,0.532255140361039
37,1,51248,-0.118323122168102,0.0828636672055215,0.154197464932851
38,1,51462,-0.117544509059441,0.0829798144748361,0.15749831265096
39,1,52124,-0.118536044346671,0.0828628051316024,0.15345536153269
40,1,52667,-0.132904449440426,0.0826673569680997,0.108794545602281
41,1,55470,-0.124366166042974,0.0849699597405512,0.14417985373462
42,1,59265,-0.101615915966696,0.0827510425996923,0.220275849881602
43,1,60165,-0.079141295111801,0.0827578026696758,0.3395750871282
44,1,62308,-0.042889043886963,0.0827423163275542,0.604542509858029
45,1,62869,-0.0321618332344842,0.0827456987853741,0.697745105662836
46,1,65431,-0.0508037905078167,0.0863958231721354,0.556884626956867
47,1,65451,-0.0393754166490611,0.085186731237388,0.644204903894387
48,1,65719,-0.0418255868119469,0.088832963409051,0.638050032981575
49,1,66841,-0.0121142196070337,0.0827998985123015,0.883762413488639
50,1,66948,-0.0395411703346056,0.0832839905145273,0.635240826321605
51,1,68621,-0.129609900489412,0.0827980070261624,0.118391073370617
52,1,69417,-0.0938300730642321,0.0827143055617972,0.257401780438871
53,1,69820,0.0834898074462176,0.324222553717106,0.796936907728946
54,1,69821,-0.247904539742832,0.20075328153269,0.21769958971773
55,1,70906,-0.191570892613631,0.132721749906095,0.149793976293224
56,1,74327,-0.03388830122048,0.0833009928780452,0.684388585342886
57,1,74572,-0.0185406958632786,0.0830928326209897,0.823561592708875
58,1,75211,-0.0358120970847297,0.0829253073681723,0.666107053847663
59,1,76030,-0.0508588189048209,0.0829030290793966,0.539958327687361
60,1,80108,-0.126861536860448,0.08265225315587,0.125708340332618
61,1,81262,-0.108835094045557,0.0826936058782067,0.188986194776684
62,1,81999,-0.141209345478697,0.0827581124331181,0.0888336062630743
63,1,82431,-0.180971494218407,0.0829345878153533,0.0297610555517697
64,1,83284,-0.128787509822391,0.0826005688144664,0.119854545411816
65,1,83613,-0.125347653953698,0.0826063949093585,0.130058575023802
66,1,84112,-0.14195922957461,0.0825393931299772,0.0863276912462966
67,1,84701,-0.137695044637793,0.0884518102251682,0.120432118675881
68,1,84858,-0.075404441911193,0.0830214766873232,0.364364611495262
69,1,85751,-0.0648014867594192,0.0833887674031058,0.437619679304278
70,1,87445,-0.0401055860957729,0.0836092487206651,0.631752846402153
71,1,87467,-0.0586689076233063,0.0840163248457177,0.485447059405369
72,1,89070,-0.0549124386248163,0.0834970024778401,0.511186779625455
73,1,89616,-0.021447402278729,0.0830908512379514,0.79646479448564
74,1,89679,-0.0649024714599604,0.083037393413405,0.434970442680395
75,1,89880,-0.0647378874797956,0.0830588334542837,0.436253355893908
76,1,91472,-0.0452305513419877,0.0837127229944478,0.589326205188858
77,1,93789,-0.0458568880217089,0.0828485566614044,0.580269728354438
78,1,94351,-0.0552509827732092,0.0830505907821808,0.506312882858579
79,1,99148,-0.0511696175744041,0.0828397433020889,0.537175297298222
80,1,101281,1.35260716002106,0.903622081473898,0.135319967898456
81,1,106011,-0.01535532892025,0.0863773327576547,0.859005297810274
82,1,106800,-0.0578691724849582,0.0829391305214021,0.485804975390179
83,1,107970,-0.0277754242762301,0.0827372074122807,0.737291584728989
84,1,109000,-0.0406990458183364,0.0828679402903615,0.623638726349396
85,1,112549,-0.0940982842598739,0.0826508039617844,0.255682089368032
86,1,112742,-0.0902842654803861,0.0829859955915857,0.277361278928446
87,1,113050,-0.103939046874485,0.0828005654719407,0.210202417731482
88,1,113135,-0.100476892005623,0.0826008621306632,0.224639762534131
89,1,114076,-0.0918796501789508,0.0826292153452819,0.266915874823222
90,1,114628,-0.0591788026809708,0.0829234035844066,0.47591134843638
91,1,116283,-0.00484936198212571,0.0834443474919287,0.953689969023665
92,1,126880,-1.39220014220622,1.56390770063726,0.373961534168091
93,1,127853,0.0431298180298127,0.0832577414029725,0.604763441525026
94,1,128302,0.0995434984555831,0.0828001198867523,0.230086294179836
95,1,128704,0.0773423314520525,0.0829499632956958,0.351768455566086
96,1,128911,0.102297842049598,0.0828825889742218,0.217930769418193
97,1,130267,0.0259355666504633,0.0830103873044932,0.754892457382307
98,1,130271,0.0266143890145749,0.0831083290162148,0.74897790009932
99,1,130613,0.0638507683808023,0.0838282973430207,0.446756518912938
100,1,132012,-0.0144964222622032,0.0837155205279503,0.862622633157439
101,1,133231,0.00340775337710952,0.0831248093084982,0.967322561713114
102,1,137074,-0.00222310051550845,0.083006701965297,0.978648599587441
103,1,137304,-0.00576506270885124,0.0830350712089702,0.944687259905949
104,1,139686,0.0245099686200316,0.0831345251797329,0.768302419817586
105,1,149562,-0.0160385636390207,0.083330068835576,0.847484506068618
106,1,150447,0.00609310224744419,0.0842581842020221,0.942392450327698
107,1,151446,0.0820045490518542,0.169216303383817,0.628250910391144
108,1,154084,-0.00982521863442209,0.0845175063485871,0.907519968246554
109,1,156633,0.00488320509707908,0.0856774749437438,0.954581263401141
110,1,157269,-0.00596644904180571,0.0829845595178541,0.942723558153124
111,1,160054,0.0117612606462041,0.083771254728023,0.888426142320138
112,1,166222,0.0033566032320877,0.0831537906208804,0.967823990497362
113,1,166416,0.010257437951955,0.0829833712509998,0.901695727588615
114,1,167326,-0.00143878976985246,0.0834566987122754,0.986254926895683
115,1,168836,0.00174112239739777,0.0830611848601472,0.983287871204046
116,1,171200,-0.0227929618610215,0.0831767800905541,0.784221581292062
117,1,171431,-0.0461581028729858,0.0836688985732694,0.58151957818769
118,1,173339,-0.0487063092153197,0.083013546170949,0.557761932679068
119,1,173845,-0.0378582406819263,0.0829607001889255,0.64842653340095
120,1,175121,-0.0218896526630595,0.0828124353212816,0.791681375875442
121,1,175281,-0.0164882854570711,0.082886380543565,0.842434879208157
122,1,175315,-0.0175827842412579,0.0828596481846768,0.83207379154425
123,1,175523,-0.0132110175994255,0.0833314746209352,0.874125310940938
124,1,175541,-0.0170835768748585,0.0829893558238711,0.837024697017416
125,1,175653,-0.0301025274859633,0.0832415402643755,0.717845896582962
