SNP,Chr,Pos,Effect,SE,HNM1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.121754442694243,0.0677416533543278,0.073137026504623
2,1,1035,0.0793285987748461,0.0686656916855955,0.248754206366926
3,1,1074,0.178618099757805,0.115869996116983,0.124081627573256
4,1,1470,-0.0201756470976235,0.115835707531948,0.861828029672252
5,1,1475,-0.155104920815499,0.0851032041476682,0.0692172917834866
6,1,1491,-0.111167138857315,0.07455857399691,0.136853453481344
7,1,21249,0.257562564657344,0.429164524059175,0.548792155578184
8,1,27243,-0.00412229412752074,0.0585763564838423,0.943935270276985
9,1,27272,-0.0721118189392975,0.0575692758488868,0.211177057155444
10,1,27498,-0.416154171760176,0.526411585576439,0.42973797352508
11,1,27561,0.192811608701651,0.397907987977631,0.628286673946537
12,1,27816,0.0593059930061147,0.0587896960233316,0.313770117375372
13,1,27822,0.0503401094203349,0.0587384718028185,0.392014662590908
14,1,27823,0.0635321711536312,0.0599153472090314,0.289703287594429
15,1,27825,0.0552043988002519,0.0587260902967502,0.347843986797143
16,1,27843,0.0516403725454141,0.0562648507093001,0.359345650869479
17,1,27848,0.0516403725454141,0.0562648507093001,0.359345650869479
18,1,28495,0.0601614570029454,0.0562417762802345,0.285488222247015
19,1,28975,0.0729981327190305,0.0558212531763818,0.191821963982673
20,1,29283,-0.0227272477712681,0.125395050051804,0.856279157555267
21,1,29752,-0.0546118474503423,0.130706915763284,0.676333407855338
22,1,29787,-0.156337876903899,0.353668066635286,0.658725951080224
23,1,30057,0.258976702005864,0.11387238426271,0.0235493011767478
24,1,30479,-0.233143116640372,0.335865928581686,0.488041381677058
25,1,30706,0.0446442667185382,0.0577400559378329,0.43992499105163
26,1,31435,0.0506510756580445,0.055742895982012,0.364152064105509
27,1,35128,-0.0689919878204606,0.0768325184645688,0.369822664274339
28,1,35129,-0.0814891710737098,0.0769951335822413,0.290611478091406
29,1,36146,0.0263326810703356,0.05550258536715,0.635479085545108
30,1,37255,0.107010828801447,0.111919161477621,0.339653851839731
31,1,37409,0.0763421763646209,0.055672385019165,0.17116016664803
32,1,37478,0.0829439096728975,0.0556937605858473,0.137305073563234
33,1,39144,0.0279755674165568,0.055593575697332,0.615126376865117
34,1,41499,0.0361721096161292,0.05542582555691,0.514424808258202
35,1,45359,-0.0605004385212631,0.0933116741960217,0.517167555862045
36,1,45634,-0.0433642053978875,0.0857295218790286,0.613294649337874
37,1,51248,0.0153077907037681,0.0556893533591272,0.783570603998005
38,1,51462,0.0114144225380425,0.0557675272690824,0.837941160100505
39,1,52124,0.00982291010143374,0.0556928591114624,0.860099329560771
40,1,52667,-0.021350866840702,0.0555944406856348,0.701174990168367
41,1,55470,-0.0170664202875976,0.0571121038093623,0.765250802841623
42,1,59265,0.0108371390890869,0.0555750086505567,0.845504957373825
43,1,60165,0.0321233298808217,0.0555096785586439,0.563162130975248
44,1,62308,-0.0355757549536681,0.0554426012273532,0.521505061877694
45,1,62869,-0.0442504887513197,0.0554179336078146,0.425124916058952
46,1,65431,-0.00294711458506641,0.0579305430817918,0.959455301057443
47,1,65451,0.0182863732485719,0.0571010511031236,0.748971462545395
48,1,65719,0.0254907758218546,0.0595390072101885,0.668813406160936
49,1,66841,0.0091736843588707,0.0554919518578531,0.868790226093501
50,1,66948,0.0116384351874181,0.0558312374614277,0.834992060321054
51,1,68621,-0.0016966984442488,0.0556833431304661,0.975709052339025
52,1,69417,-0.00978454924409636,0.0555335615288166,0.860244423189479
53,1,69820,-0.147215351887372,0.217172767471292,0.498296884056509
54,1,69821,0.0236009161442468,0.134829110500444,0.861146061983122
55,1,70906,0.0303371948901443,0.0891974894737029,0.733973984536347
56,1,74327,0.00646791410583208,0.0558402749902132,0.907854058669194
57,1,74572,-0.00461414942918736,0.0556921272132468,0.934016962158066
58,1,75211,0.00267319740875194,0.0555909638409586,0.961674176603935
59,1,76030,0.0374079916057666,0.0555554796383233,0.501168578627479
60,1,80108,-0.0234670387699518,0.0555639651736228,0.673031969892364
61,1,81262,-0.0847578483120475,0.0553735337689792,0.126749986844071
62,1,81999,-0.089334251413877,0.055489326814062,0.10830572268111
63,1,82431,-0.0639795729236447,0.0558525904281841,0.252774899574885
64,1,83284,-0.0842424928578145,0.055367862771448,0.129028335727864
65,1,83613,-0.0953278073909977,0.0553107687581062,0.0856747560956847
66,1,84112,-0.101389029247416,0.0552863763259721,0.0675122965569499
67,1,84701,-0.150042599978874,0.0589449429658839,0.0113377418781822
68,1,84858,-0.102141542526389,0.0554399830390364,0.0662579997200568
69,1,85751,-0.0866159821927498,0.0557445559517724,0.121127802535358
70,1,87445,-0.0674985404820412,0.0559378550921254,0.228367216556505
71,1,87467,-0.0679098284133577,0.0562304942112884,0.227969420654313
72,1,89070,-0.0630857284192838,0.0558931230787138,0.259797221721815
73,1,89616,-0.0634000432101137,0.0555903451628716,0.254856820681246
74,1,89679,-0.0579129164415306,0.0556143667642132,0.298435016295213
75,1,89880,-0.0642811183721766,0.0556086842574434,0.248481457736325
76,1,91472,-0.0806522189153077,0.0559629905016866,0.150422935450535
77,1,93789,-0.0723157249822837,0.0554156100857158,0.192752986074182
78,1,94351,-0.0750913279466824,0.0555517256421145,0.177324943008023
79,1,99148,-0.0714093736095806,0.0554189395896503,0.198402847710115
80,1,101281,1.21232121020304,0.604089335593933,0.0455269436059636
81,1,106011,-0.127576606555004,0.0574930108382691,0.0271225568885781
82,1,106800,-0.10272807291763,0.0553546678751356,0.0643130465744222
83,1,107970,-0.107547196473715,0.0551630556716147,0.0520124868287626
84,1,109000,-0.0880690349912376,0.0553588936227144,0.112533004074157
85,1,112549,-0.0176778014889507,0.0554861229704796,0.750219329950306
86,1,112742,-0.0183271503910155,0.0557017644634797,0.742333573708928
87,1,113050,-0.0346351833687277,0.0555860248430593,0.533626698183884
88,1,113135,-0.0324096602419576,0.0554481000513738,0.559254351680009
89,1,114076,-0.0204588643895764,0.0554642376710121,0.712448837966593
90,1,114628,-0.0136322453675311,0.0556105344457303,0.806492163070942
91,1,116283,-0.00543287546715343,0.0559238464942629,0.922664199860171
92,1,126880,-3.08656468624871,1.03636549032789,0.00309934481505193
93,1,127853,-0.00783009986438865,0.0558189129873583,0.888521280985543
94,1,128302,0.00136337988445351,0.0556060064753837,0.98045282374
95,1,128704,0.00154018614671142,0.0556613451711028,0.977940461213576
96,1,128911,0.00685384647196857,0.0556663706649834,0.902079257753142
97,1,130267,-0.0342805765988954,0.0556112551431229,0.53800652768825
98,1,130271,-0.0344006622155648,0.0556771195992455,0.537066058482905
99,1,130613,-0.0303531909199803,0.0562045847938763,0.589504246851204
100,1,132012,-0.0372375604194364,0.0560734334858672,0.507069036354878
101,1,133231,-0.0463758405186991,0.055655596224791,0.405258930909228
102,1,137074,-0.0840548942484321,0.0554508929386422,0.130453776636641
103,1,137304,-0.0846713120604329,0.0554676363888483,0.127781012089384
104,1,139686,-0.090155516652113,0.0555165535408446,0.10528132303234
105,1,149562,-0.0963591721232739,0.0556146894273436,0.0840364719423553
106,1,150447,-0.082109391290184,0.0563008163905886,0.145618094263105
107,1,151446,-0.186967207500007,0.113009039140783,0.0989260283154157
108,1,154084,-0.0855767424447429,0.0564612187862013,0.130496990887694
109,1,156633,-0.0948848188804989,0.0571987161293537,0.0980316458326541
110,1,157269,-0.0850146378002041,0.0554322106220162,0.126006944857899
111,1,160054,-0.0779298158694155,0.05599156576232,0.164855215124259
112,1,166222,-0.091867756717026,0.055514806179205,0.0988470769327234
113,1,166416,-0.0842778642578174,0.0554353976975799,0.129333355908769
114,1,167326,-0.0710204776898958,0.0558047504064141,0.203976279886421
115,1,168836,-0.0766969693047045,0.0555176891044318,0.168003012424308
116,1,171200,-0.0651278332167525,0.0556430629965822,0.242606524906522
117,1,171431,-0.0750405502171796,0.0559566296985496,0.180766966455068
118,1,173339,-0.0746713797498384,0.0555206582705765,0.179511395288591
119,1,173845,-0.0770731032432949,0.0554650926745646,0.165532676862835
120,1,175121,-0.0652978847241738,0.0553973995145158,0.23930458839934
121,1,175281,-0.0575652972875291,0.0554689367629259,0.300076589456692
122,1,175315,-0.0661655208738206,0.0554242343330471,0.233357353559588
123,1,175523,-0.0683246812250987,0.055732149723952,0.22103570558557
124,1,175541,-0.0620406063312122,0.0555246277217188,0.264603341995634
125,1,175653,-0.06633359663032,0.0556869301591608,0.234380149175751
126,1,175805,-0.0797193134474198,0.0588018301439445,0.17605227484029
127,1,175818,-0.0697529766150903,0.0574805287841619,0.225747687994623
128,1,175856,-0.0636202973399358,0.0566187406083808,0.261920241208233
129,1,175876,-0.0602168395160193,0.0557586307651777,0.280899308553752
130,1,175989,-0.0517306369343681,0.0559423030764324,0.355746332222029
131,1,176001,-0.0512522042501755,0.0562357457540821,0.362716470276758
132,1,176451,-0.056899077241399,0.0568981048281856,0.317987232651567
133,1,177692,-0.0786822503981564,0.0553778811110281,0.156250498215385
134,1,178191,-0.0769315240119511,0.0554401418689406,0.166118897795346
135,1,178224,-0.0786822503981564,0.0553778811110281,0.156250498215385
136,1,178960,-0.0623852756566665,0.0558809980995924,0.265012359947695
137,1,179139,-0.118577068429154,0.110770203959127,0.285135577573731
138,1,179139,-0.115143183370938,0.223371969239974,0.606542186128696
139,1,180955,-0.0855200901429911,0.0641261577756787,0.183187457782853
140,1,183802,-0.110146303991403,0.0552327402491022,0.0468966996999584
141,1,183954,-0.122091415114557,0.0555686979103776,0.0286608011606662
142,1,184450,-0.110117193326952,0.0551469396420448,0.0466147988769213
143,1,184641,-0.100440017565993,0.0568204415813445,0.0779792658210313
144,1,184718,-0.0946216961086996,0.0555447593971172,0.0893506143031323
145,1,185296,-0.0971038335194266,0.0552949923675892,0.0799375887222634
146,1,185438,-0.0980989080615275,0.0552926502623355,0.0768959039035306
147,1,185469,-0.0991469817988025,0.0553678714298179,0.0741989590583942
148,1,185503,-0.0956516824542626,0.0552408260076362,0.0842292189755102
149,1,185705,-0.0916909158086898,0.0558822443613105,0.101732105321832
150,1,185749,-0.102019232443987,0.0558315101908643,0.0685033534996167
151,1,185806,-0.104004593466681,0.0558964012771283,0.0636225089961468
152,1,185879,-0.0989043961568373,0.0561952326864433,0.0792715007550056
153,1,185916,-0.0928483169561778,0.0561987263524259,0.0993946270308595
154,1,185941,-0.0953538881910342,0.0564335906221304,0.0919748870139525
155,1,185954,-0.0908765998438962,0.0566205947519646,0.109385905225877
156,1,186055,-0.107917531765936,0.055395679401352,0.052192613977721
157,1,186896,-0.11579670304674,0.0562692043202607,0.0403330293436773
158,1,187697,-0.0840912268715961,0.11535541066646,0.466500232104537
159,1,189392,0.0429997658515351,0.116024888075986,0.711151720408642
160,1,189416,0.183481386082912,0.111829174746254,0.101744334473995
161,1,190132,0.0406791074544901,0.0557212656681533,0.465846033586231
162,1,190148,0.0452520324491817,0.055728109454228,0.417330545931421
163,1,190165,0.0525642791750601,0.0561390907187005,0.349747417014012
164,1,190169,0.0554928258106458,0.0560609154113377,0.322917354558149
165,1,190933,0.0919334804945355,0.0554680104283777,0.0983241245958521
166,1,192149,0.0249626624476478,0.0561229422613938,0.656747474282532
167,1,192302,0.0172768797289375,0.0741185511502088,0.815820476361985
168,1,192303,0.0147255545152789,0.0669211364485191,0.825964549596776
169,1,192305,-0.0119388492801029,0.0695447595055528,0.863794206441712
170,1,192315,-0.0344921953108894,0.0788743048747719,0.662156962163697
171,1,192795,-0.00951648664925117,0.0555756937331238,0.864137344476415
172,1,194020,0.0295823473843888,0.0585192167205944,0.613512591788395
173,1,194187,0.0103047340498859,0.0556213429045524,0.853126941694523
174,1,194867,-0.00172260610255787,0.0555937002485801,0.975298507154388
175,1,197325,-0.0199052144156564,0.0569404924586535,0.726862945877917
176,1,197392,-0.0347904248355256,0.0576526532650523,0.546597707335403
177,1,198857,0.0540711597253458,0.266556609333245,0.8393687007735
178,1,206666,0.0209513775461729,0.0625139058111071,0.737712916818551
179,1,206675,0.116628616040553,0.0811635450638402,0.15161562098134
180,1,223051,-0.10524036298921,0.0641815817809237,0.101952455219712
181,1,223059,-0.140037778000694,0.0664824702494587,0.035876238810559
182,2,7366,0.0943111913337384,0.0804750089860297,0.24201493784172
183,2,8180,-0.0245216833940392,0.111004951356606,0.825293177035182
184,2,8187,-0.0390322928462137,0.115423511289004,0.735439218102729
185,2,8250,-0.0869156436810199,0.113640125251663,0.444882380025729
186,2,8253,-0.108157650966027,0.113588465098106,0.341652816177865
187,2,8285,-0.0415353557820981,0.0616219043741496,0.500729826640114
188,2,8302,-0.0581119067653785,0.0576362093226072,0.314023416132683
189,2,8306,-0.0581119067653785,0.0576362093226072,0.314023416132683
190,2,8314,-0.0633341068652438,0.0564344800213693,0.262515064552658
191,2,8317,-0.0583921914646862,0.0577408299187965,0.312574725940423
192,2,8328,-0.0504019615471885,0.0575031731105151,0.381350287508554
193,2,8331,-0.0501714985139129,0.0573954049081781,0.382637465438122
194,2,8498,-0.0650734175984813,0.0563459205824742,0.248916090880282
195,2,8651,-0.0543003462211252,0.0564311652666625,0.336587534655031
196,2,9418,-0.00295985534354681,0.14370720079034,0.983579224915706
197,2,9812,-0.0283109025208835,0.0568208906211065,0.6186194435139
198,2,9932,-0.0490041347421548,0.0565567304390941,0.386826592057771
199,2,10135,-0.0404118437309368,0.0563589891184478,0.473821461789638
200,2,11616,-0.0461337099976999,0.0562866216322132,0.412985109786086
201,2,12133,-0.0371908117504142,0.0565294853093909,0.511030465382341
202,2,12194,-0.046213929899397,0.0567295594284397,0.415830046964615
203,2,12359,-0.0325865246301594,0.0565902680907268,0.565095207741463
204,2,13061,-0.0409665409085155,0.056570668703361,0.469443638883683
205,2,14298,-0.0365694771005509,0.0567579048746352,0.519795251539714
206,2,15222,-0.0541409964659118,0.0572726176911688,0.345141723615243
207,2,17986,-0.0444628648074931,0.056290430742112,0.430126257154674
208,2,19770,-0.0490692889136588,0.0566695364525667,0.387141463157852
209,2,19836,-0.0434447388719259,0.05652655471022,0.44266118667057
210,2,19851,-0.0419073971536988,0.0566956111065048,0.460298180446583
211,2,21595,-0.0375736012861611,0.0564697247991056,0.506244517146056
212,2,22385,-0.0513780076714906,0.0564924457769752,0.363724273400456
213,2,23441,-0.0552715966480628,0.05703209846473,0.333143176117726
214,2,24209,-0.0493963530472195,0.0565766329678874,0.383208884035509
215,2,24341,-0.0276419331533926,0.0567525861038783,0.626517878382944
216,2,26815,-0.0600321675646228,0.0566135264534312,0.289694195732629
217,2,28209,-0.0995796561366981,0.0564745415984058,0.0787207199636859
218,2,28695,-0.0767090040196036,0.0591183990485524,0.195289737191927
219,2,35849,0.601320790760555,0.606682059171368,0.322284916645488
220,2,35850,-0.337613153254773,0.742797918214936,0.649737215003434
221,2,41245,-0.110603812655204,0.0561976353217355,0.0498362683168608
222,2,43214,-0.112059778856109,0.0571106328712059,0.0505300056209241
223,2,47104,-0.143598225527698,0.0552947543397312,0.00979864734517707
224,2,50915,-0.10893661504469,0.0560699300900475,0.0528265799834966
225,2,55834,-0.104715068356532,0.0558309508373897,0.0615390101295691
226,2,56422,-0.121600664389063,0.0558348993227128,0.030077875697109
227,2,57715,-0.11552386079158,0.0556850309985726,0.0387483340917382
228,2,59046,-0.105081568342974,0.056028418367207,0.0615485193906264
229,2,59191,-0.090142974113165,0.0557785205574216,0.106968698466645
230,2,59383,-0.0861726624434648,0.0558124712432601,0.123492090493889
231,2,59477,-0.0936372849213635,0.0566243069935598,0.0990858066937363
232,2,59755,-0.0653383994788594,0.127670027923161,0.609128098532296
233,2,60471,-0.0964467302820946,0.0558405774699649,0.0850100727995329
234,2,60478,-0.096602763608455,0.0559040733576982,0.0848610760668996
235,2,60786,-0.102687301836226,0.0557805911578212,0.0664731263657215
236,2,61035,-0.0944046177128268,0.0558179698765175,0.0916631908213917
237,2,61071,-0.0995549226386048,0.0555372292115564,0.0738962460438828
