SNP,Chr,Pos,Effect,SE,MID2_TPO4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.169099534847731,0.205996521971713,0.412265561908951
2,1,1035,0.0673943675875523,0.208417914136795,0.746612818905704
3,1,1074,-0.0197616394304729,0.352262193746981,0.955294492399815
4,1,1470,0.0243571562250082,0.350992817523443,0.944714480252894
5,1,1475,-0.0464117525094725,0.259059797613293,0.857919100757104
6,1,1491,-0.115478268311353,0.226538033254837,0.610543594892447
7,1,21249,-0.286372507976909,1.30093480933098,0.825898518605255
8,1,27243,-0.0374109735051513,0.177475392048697,0.833168657803063
9,1,27272,-0.0167538680928394,0.174818842069513,0.92370552690067
10,1,27498,-0.00117649353224181,1.59642904851494,0.999412412740007
11,1,27561,1.31089898045106,1.20403512263169,0.277004783576074
12,1,27816,0.0391556402762671,0.178376135274622,0.826378379116119
13,1,27822,0.0449669226710816,0.178145508047986,0.80086581038853
14,1,27823,0.0275102739375426,0.181825433693665,0.87982512361574
15,1,27825,0.0548484839019214,0.178137665573243,0.758340459633967
16,1,27843,-0.00645744807169832,0.170684440295186,0.969842482200646
17,1,27848,-0.00645744807169832,0.170684440295186,0.969842482200646
18,1,28495,0.00576807992498979,0.170687273939653,0.973061108086841
19,1,28975,-0.0187582614944708,0.169543661815467,0.911964933378945
20,1,29283,-0.376839587403794,0.379432696680157,0.321309438425444
21,1,29752,0.0371513231090663,0.396132607964867,0.925333102355282
22,1,29787,2.65382516670266,1.06255729879847,0.0129589360456806
23,1,30057,-0.130144905948798,0.347480842175144,0.708228714699934
24,1,30479,1.92333181118101,1.0132038566485,0.0584762948848395
25,1,30706,-0.123670286127518,0.174975659999843,0.480165967105744
26,1,31435,-0.100023028903569,0.169013568437144,0.554360175847203
27,1,35128,0.241720170953519,0.232711529220895,0.299649821302771
28,1,35129,0.103912081774489,0.233598271875847,0.656713495823305
29,1,36146,-0.151727426835045,0.168031508014956,0.36715751386855
30,1,37255,-0.253954648246001,0.339282767717827,0.454654381287901
31,1,37409,-0.113641405631551,0.16902683923968,0.501814998647009
32,1,37478,-0.113513354501298,0.169172571005101,0.502664754408189
33,1,39144,-0.0538431587443677,0.168483580854045,0.749479491204987
34,1,41499,-0.147662331088875,0.167856657793506,0.379624087981995
35,1,45359,-0.37685801300421,0.282189039413742,0.18257954005862
36,1,45634,-0.282822671243177,0.259416669806983,0.276357460270376
37,1,51248,-0.26262098269229,0.16817592097979,0.119281833702658
38,1,51462,-0.245983195744919,0.168476701009382,0.145167688812078
39,1,52124,-0.225013367772318,0.168330304974122,0.182169330856251
40,1,52667,-0.339677230611178,0.167512556953487,0.043334282676152
41,1,55470,-0.274134869085587,0.172454410128241,0.112818423523827
42,1,59265,-0.0376886668141423,0.168388407673417,0.823026967433987
43,1,60165,-0.0169763029135128,0.168270674931259,0.919697536421591
44,1,62308,-0.0644413429007898,0.168053039930404,0.701610773357447
45,1,62869,-0.0636794522664516,0.168032747089116,0.704937620055383
46,1,65431,-0.00729245438912451,0.17552872790707,0.966884392256887
47,1,65451,0.0124211101540995,0.173039036056344,0.942815948103224
48,1,65719,0.0809621141537697,0.18039750371549,0.653852459804905
49,1,66841,0.0512815024797243,0.168123979847154,0.760529206568738
50,1,66948,0.0188994979625405,0.169175076363614,0.91111239170603
51,1,68621,-0.20338597198641,0.168372128255464,0.227873179004577
52,1,69417,-0.121426462443068,0.168148944866096,0.470688756594511
53,1,69820,-0.90985302294871,0.6566745729335,0.166760273734574
54,1,69821,-0.370182949986464,0.408072155545999,0.364945928768518
55,1,70906,-0.224056112942657,0.270047900998958,0.407274648974953
56,1,74327,0.0760311113071795,0.16914985386058,0.653354321392793
57,1,74572,0.0847228419250542,0.168687533132223,0.615806788494772
58,1,75211,0.0931708212650717,0.168367168277205,0.580354361374577
59,1,76030,0.144444334820201,0.168264641487318,0.391234557302603
60,1,80108,-0.0120460791654925,0.168399134988287,0.943014147936205
61,1,81262,-0.0140558476936315,0.168335029698153,0.933501908589834
62,1,81999,-0.0532603856444904,0.168723982023538,0.752442754894065
63,1,82431,-0.11325363550424,0.169439413054971,0.504313864324062
64,1,83284,-0.0319621512555347,0.168304239630826,0.849491171263622
65,1,83613,-0.0120410398981506,0.16829306962912,0.943002107744173
66,1,84112,-0.0534706454784409,0.168288774455913,0.75087647658551
67,1,84701,-0.00493757956859986,0.180233629368274,0.978159816037777
68,1,84858,0.0812331534317621,0.168732482491643,0.630508064651907
69,1,85751,-0.00386484568356615,0.169481504831785,0.98181955166432
70,1,87445,-0.0185629049732168,0.169837028248128,0.913027969536736
71,1,87467,-0.0848521059361724,0.17066927836546,0.619376782903039
72,1,89070,-0.0371715160565396,0.169648946270108,0.826692208239962
73,1,89616,0.0143725142350721,0.168746060152075,0.932172583153528
74,1,89679,-0.0130948319796924,0.168767723845489,0.938197477422935
75,1,89880,0.0103756557592001,0.168811021936332,0.951025151805662
76,1,91472,0.0322972393341232,0.170056291337552,0.849480298955496
77,1,93789,0.041969801296132,0.168298012720878,0.803213539315069
78,1,94351,0.0152972056512333,0.168753842355432,0.927823669448902
79,1,99148,0.0299808080522548,0.168305272512762,0.858720310691251
80,1,101281,1.71239481413941,1.83853428054303,0.35228774166401
81,1,106011,0.0791507371701843,0.175362957708,0.652011734307776
82,1,106800,-0.0229158062046293,0.168535458092538,0.891922315523242
83,1,107970,0.0131398083202202,0.168039092562511,0.937717284197578
84,1,109000,-0.0168467408438897,0.168334303993989,0.920338363273485
85,1,112549,-0.108276371356862,0.168047346353559,0.519785990826416
86,1,112742,-0.0450096975278027,0.168784231426098,0.789878932110458
87,1,113050,-0.0155217999070617,0.168515234564607,0.926663544876679
88,1,113135,-0.0606320665373528,0.168057055537453,0.718477751050314
89,1,114076,0.021477083047488,0.168084150100125,0.898399178125223
90,1,114628,0.0526731993350702,0.168489947986122,0.754754558223438
91,1,116283,0.00454232796773157,0.169450351338777,0.978629418212062
92,1,126880,-4.24362766603792,3.17134360030168,0.18171972581565
93,1,127853,0.0724683845255215,0.169091039842934,0.668493113102768
94,1,128302,0.11731408283963,0.168369612763022,0.486408332660177
95,1,128704,0.0660317609741941,0.16861644424033,0.695583235310664
96,1,128911,0.142211312368081,0.168501814870776,0.399254969162753
97,1,130267,0.0359581062664409,0.168580916617543,0.831217047709122
98,1,130271,0.0336266156407093,0.168782387337073,0.84219707352485
99,1,130613,0.125773295305791,0.170237659986029,0.460513287686687
100,1,132012,-0.192523868260054,0.169698507705764,0.257352423659848
101,1,133231,-0.192010176585888,0.168491584742829,0.2552326703163
102,1,137074,-0.205085697779589,0.168207355993685,0.22356591799226
103,1,137304,-0.247096914589404,0.168106081514468,0.142483103868273
104,1,139686,-0.174596629591295,0.168585415303144,0.301071229833622
105,1,149562,-0.215485679258666,0.168837425566242,0.202691740458589
106,1,150447,-0.161404774954764,0.170887836023016,0.345556587779291
107,1,151446,-0.211675025533618,0.343555688274983,0.538205700320333
108,1,154084,-0.208977682932674,0.171271464179059,0.223220734279828
109,1,156633,-0.190910571224627,0.173688335681907,0.272449109912046
110,1,157269,-0.256262178646629,0.16796437698194,0.127981614410214
111,1,160054,-0.228628650893586,0.169682535535942,0.178718667728554
112,1,166222,-0.210662933085397,0.168487401904478,0.212011375048757
113,1,166416,-0.216204168728942,0.168123903238962,0.199292526737189
114,1,167326,-0.250126941463049,0.168951166182357,0.139640113164382
115,1,168836,-0.263612787584631,0.168087159583881,0.11770471415076
116,1,171200,-0.350763232891608,0.167889514074866,0.03740081546187
117,1,171431,-0.398931905135621,0.168647555563574,0.0185468074389834
118,1,173339,-0.400759159525383,0.16730279795115,0.0171220720503414
119,1,173845,-0.378358713658708,0.167309675905697,0.0243407733399524
120,1,175121,-0.429290325357714,0.166623824427756,0.0103891186066958
121,1,175281,-0.38354706491024,0.167083615424418,0.0222879619617312
122,1,175315,-0.404702664787866,0.166888760620131,0.0158101902730842
123,1,175523,-0.383309566577545,0.16799224973744,0.0231012539401647
124,1,175541,-0.395235681347607,0.167217876534946,0.0186396589580035
125,1,175653,-0.406803882388544,0.167677011386155,0.0157618092616037
126,1,175805,-0.317017701700296,0.177833054032291,0.0754992814952441
127,1,175818,-0.395713991189767,0.173252371032581,0.0229629007212344
128,1,175856,-0.376007546323595,0.170691099140135,0.0282507401698805
129,1,175876,-0.359761806978224,0.168139716995023,0.0330675266947596
130,1,175989,-0.377975681494453,0.168512752866466,0.0255161268308946
131,1,176001,-0.374672997976122,0.169424083291652,0.0276448514674537
132,1,176451,-0.338868713506525,0.171699568315555,0.0492051217966131
133,1,177692,-0.419690079830729,0.166783863005203,0.0122998189468946
134,1,178191,-0.425576635871784,0.166910214984731,0.011202561778217
135,1,178224,-0.419690079830729,0.166783863005203,0.0122998189468946
136,1,178960,-0.449977307885474,0.167917701761842,0.00771293945235705
137,1,179139,-0.43489745290719,0.335378230371834,0.195568585455977
138,1,179139,-0.776116136322271,0.675806463193491,0.251568885688967
139,1,180955,-0.201266929793713,0.194495199549879,0.301462791592898
140,1,183802,-0.386647630927923,0.167031330861748,0.0211958600210819
141,1,183954,-0.366452125447642,0.16839373814997,0.0302056939727142
142,1,184450,-0.27010580310742,0.167419161913654,0.107561919758989
143,1,184641,-0.258670514021114,0.172376293682001,0.134348952657321
144,1,184718,-0.354768946235188,0.167931756758154,0.0353386280268559
145,1,185296,-0.310832209101608,0.167457859968351,0.0642607668180202
146,1,185438,-0.273327115803094,0.167651047689094,0.103922935577589
147,1,185469,-0.284548744193555,0.167841999828908,0.0908933145931911
148,1,185503,-0.248644792765491,0.167566251806849,0.138738485756848
149,1,185705,-0.288090691623069,0.169273584959056,0.0896501572003085
150,1,185749,-0.271892162399187,0.169349470508662,0.109275934914328
151,1,185806,-0.32677495147785,0.169302585142213,0.0543923660108874
152,1,185879,-0.305738150880662,0.170240033439845,0.0733616499079187
153,1,185916,-0.19779842947033,0.170613722534434,0.247103332841522
154,1,185941,-0.196333162934415,0.171364537641183,0.252693447814727
155,1,185954,-0.252266055588543,0.171659940571484,0.142569289837884
156,1,186055,-0.258734655262816,0.168184945849565,0.124848251321443
157,1,186896,-0.264038239143145,0.170937645810221,0.123327773197817
158,1,187697,-0.78107356533816,0.347308599971181,0.0251328808537685
159,1,189392,-0.615065525634265,0.350094493753134,0.0798093604099744
160,1,189416,-0.480684633993901,0.339166381611337,0.157290910684305
161,1,190132,0.0176137771757208,0.168959248560059,0.917031214716956
162,1,190148,0.0492294397675352,0.168992495423144,0.770984270533141
163,1,190165,0.0335406619389448,0.170302185471757,0.843981634875689
164,1,190169,0.0626890973015012,0.170066432181681,0.712635422695023
165,1,190933,-0.0474136839328713,0.168700885770971,0.778835348154893
166,1,192149,0.180669634352334,0.169827133859868,0.288126406026846
167,1,192302,0.315896502396171,0.223964949765757,0.159280654861078
168,1,192303,0.196031864425613,0.202515159014748,0.333714027518912
169,1,192305,0.234205972746126,0.210359159217062,0.266310377699532
170,1,192315,-0.0269797523013766,0.239048152293915,0.910203124710899
171,1,192795,0.237604804936563,0.167924827234405,0.157965424718984
172,1,194020,0.00219874678916848,0.177376314365952,0.990116723947862
173,1,194187,-0.0127896436196308,0.168538496734304,0.939553108201059
174,1,194867,-0.167547231465518,0.168211935122406,0.319908894678002
175,1,197325,-0.298946570651455,0.171823395806725,0.0827572892841205
176,1,197392,-0.331205034914828,0.173885310366545,0.0576273760961955
177,1,198857,-0.708634499282633,0.806827756683221,0.380379911415098
178,1,206666,-0.233158537456295,0.189039262831191,0.218252120229811
179,1,206675,-0.207063213403218,0.246395955956918,0.401271064335071
180,1,223051,-0.318073139710075,0.194472776110067,0.102821671921282
181,1,223059,-0.4172152468352,0.201482688929788,0.0391109489473081
182,2,7366,-0.304157514937572,0.24377479547652,0.21296843419764
183,2,8180,0.255127312475441,0.336092068815044,0.448299634573633
184,2,8187,0.0192719934587391,0.349786323120986,0.956092773939025
185,2,8250,0.195435261371067,0.344455710630713,0.570820656173366
186,2,8253,0.200911319221085,0.344446785580269,0.560072597764155
187,2,8285,0.0932585927528163,0.186767440309298,0.617857954191229
188,2,8302,0.166669170079317,0.174662841578622,0.340618334416082
189,2,8306,0.166669170079317,0.174662841578622,0.340618334416082
190,2,8314,0.189048644495773,0.171004470427338,0.269687776175582
191,2,8317,0.158786545431976,0.175002984797289,0.364847995978265
192,2,8328,0.107912732369233,0.174328495165164,0.536302804925082
193,2,8331,0.110078522575566,0.17399656198665,0.527373321034107
194,2,8498,0.0919291818462352,0.170979373582603,0.591148921170179
195,2,8651,0.0920203275024537,0.171139454376039,0.591128461666542
196,2,9418,-0.491559149841338,0.434643799496229,0.258845123226715
197,2,9812,0.10779422757686,0.172131226095976,0.531566949786516
198,2,9932,0.0730960257817368,0.171503895783203,0.670217361997433
199,2,10135,0.0501797588514207,0.170870178550059,0.76918126307518
200,2,11616,0.104853535216889,0.170618417298548,0.539247893106955
201,2,12133,0.0948894048128612,0.171313882276475,0.580003382209703
202,2,12194,0.124862453645392,0.171922653116419,0.46815387531522
203,2,12359,0.0787784232923474,0.171496768128733,0.646259806426608
204,2,13061,0.111641918645583,0.171432442923474,0.515321852170195
205,2,14298,0.0721934448359524,0.172033626671247,0.674998417894617
206,2,15222,0.109702669111515,0.173656394139215,0.527977037781476
207,2,17986,0.135678848139652,0.170556853019698,0.426854321108963
208,2,19770,0.10798492261323,0.171793823719059,0.530035275471065
209,2,19836,0.108991019903229,0.171319512500845,0.525067674508614
210,2,19851,0.111807192270473,0.171816559578685,0.515640358068911
