SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0834333480637782,0.130228255907168,0.522152724730883
2,1,1035,0.0622792408735237,0.13168774852308,0.636554574826145
3,1,1074,-0.0520856716739663,0.22259625401066,0.815127082735409
4,1,1470,0.0311621908751092,0.221805651882747,0.888350438950106
5,1,1475,0.0491527191958774,0.163699695063223,0.764154429402036
6,1,1491,0.181941222394891,0.142885897706688,0.203738026295543
7,1,21249,0.0912978469538026,0.82216940795815,0.911643728447756
8,1,27243,0.117722675410771,0.111987701421887,0.293880895127822
9,1,27272,-0.00858967973589383,0.11047747217159,0.938070566272366
10,1,27498,1.2386375899998,1.00670896043073,0.21937298537313
11,1,27561,0.0757434403077469,0.762157285497204,0.920892714482253
12,1,27816,0.0517774024545749,0.112699020872766,0.646207626685827
13,1,27822,0.0398101008812735,0.112569491137331,0.723812981065017
14,1,27823,0.0640943898219957,0.114857880842015,0.577176168173265
15,1,27825,0.0611332034527396,0.112542404520605,0.587333907304953
16,1,27843,0.0177071689913641,0.10786034195046,0.869693196975558
17,1,27848,0.0177071689913641,0.10786034195046,0.869693196975558
18,1,28495,0.0217042388880401,0.107860019856466,0.840637771018651
19,1,28975,0.0210497291286591,0.107139324329138,0.844354889394096
20,1,29283,0.162890672971713,0.239961163510609,0.497696093224895
21,1,29752,0.228826914582918,0.250043164339984,0.360737777970268
22,1,29787,1.3106930458408,0.673789606414171,0.0525378369385202
23,1,30057,0.155186522997295,0.219479204241735,0.47999127629754
24,1,30479,0.076767857867392,0.643542210147988,0.905113823280912
25,1,30706,0.0279168585852135,0.110644318578273,0.800946973527261
26,1,31435,0.00499168346232015,0.106860973287525,0.962769228374065
27,1,35128,-0.133973352267681,0.147114195088564,0.363087587590475
28,1,35129,-0.144321074969881,0.147464154770799,0.328405487840149
29,1,36146,-0.107932980342308,0.106154955106619,0.309969041522274
30,1,37255,-0.0403973735500178,0.214569468653602,0.850771798202504
31,1,37409,-0.0194184003830444,0.106880089309699,0.855935015914493
32,1,37478,-0.0185107975358503,0.106972432125011,0.862717048360615
33,1,39144,0.105773750141669,0.106339886654922,0.320575121910107
34,1,41499,0.160250375911477,0.105850347684461,0.130937552362811
35,1,45359,-0.155811618130869,0.178587193379899,0.383546150056174
36,1,45634,-0.0646207830819735,0.164178427169538,0.69411331624243
