SNP,Chr,Pos,Effect,SE,ERV25_EMP47_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.176624929014254,0.0849430183763265,0.0383080811621884
2,1,1035,0.16788887772252,0.0859332304046848,0.0515246383709471
3,1,1074,0.0828572815397335,0.145937520350473,0.570559821064442
4,1,1470,-0.372872462704674,0.144118314246079,0.0100732422004472
5,1,1475,-0.152152774403769,0.107072593804427,0.156192402225617
6,1,1491,-0.0387720976776991,0.0939059834788683,0.67994367884173
7,1,21249,-1.04319448779209,0.536374388049635,0.0525808223209397
8,1,27243,-0.0736462146872052,0.0734590422952165,0.316765730256161
9,1,27272,-0.14338313173364,0.0720557865400564,0.0473740797725309
10,1,27498,-0.365051968384772,0.661392851135724,0.581335815644227
11,1,27561,0.0510077125081732,0.499870964806694,0.918781467460215
12,1,27816,0.0594281041484505,0.0738696109009958,0.421649730108775
13,1,27822,0.0648721289706398,0.0737625600344106,0.379743535258568
14,1,27823,0.0638390161389071,0.0752877070518388,0.397049226980245
15,1,27825,0.0625423006557441,0.0737682601684868,0.3971119949027
16,1,27843,0.0592963755114495,0.0706739571347331,0.402029768004059
17,1,27848,0.0592963755114495,0.0706739571347331,0.402029768004059
18,1,28495,0.0563030618480575,0.0706820382639843,0.426237266856751
19,1,28975,0.0421149212720603,0.0702368826425519,0.549149100568472
20,1,29283,-0.147607860308637,0.157288433042894,0.348653124096382
21,1,29752,-0.134436507253917,0.164032686177926,0.413013456055723
22,1,29787,-0.313271158170627,0.443963450451027,0.480887527353659
23,1,30057,0.29296762749781,0.143203911828283,0.041516002728336
24,1,30479,0.171495478016507,0.421985814102665,0.684694214692527
25,1,30706,0.0561897879800758,0.072512495150314,0.438918675220071
26,1,31435,0.0552481600558008,0.0700247419195925,0.430652941487929
27,1,35128,0.0191983967881799,0.0965947404486508,0.842571174878983
28,1,35129,0.0398148842806307,0.0968243336618015,0.68116997741539
29,1,36146,0.0233414662154716,0.0697139925456772,0.737961602067874
30,1,37255,0.129676264922757,0.140566058528246,0.356882813542127
31,1,37409,0.0222110826242534,0.0700920862166292,0.751518708091645
32,1,37478,0.0213879331550257,0.0701530819271532,0.760640894388591
33,1,39144,-0.0877677419670378,0.0696857498063502,0.208689473607108
34,1,41499,-0.0999893383116183,0.0694447992960868,0.150799150948221
35,1,45359,-0.104451947581059,0.117123218882895,0.373100941060607
36,1,45634,0.0443905991419906,0.107676388636369,0.680399575720473
37,1,51248,-0.0190424357515015,0.069937534683878,0.78556763998982
38,1,51462,-0.0132107702451023,0.0700361945339021,0.850492972084342
39,1,52124,0.00744681128863626,0.0699437552429912,0.915271073749754
40,1,52667,-0.0646956881587012,0.0697478346129602,0.354266746539875
