SNP,CHR,BP,EFFECTSIZE,SE,P,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations,SNP_ID
1,1,1025,0.310601714053608,0.190313199555469,0.103559492875673,X1L_NFR/NDR,,,Promoter,Promoter,,Promoter,CHR1_1
2,1,1035,0.340140416074863,0.192269279491947,0.0777433669430414,X1L_NFR/NDR,,,Promoter,Promoter,,Promoter,CHR1_2
3,1,1074,0.320890810402405,0.325911516390958,0.325497462500205,YAL069W,YAL069W,SGDID:S000002143,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF,CHR1_3
4,1,1470,0.0985054537943881,0.325141194211788,0.762097214383493,YAL069W,YAL069W,SGDID:S000002143,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF,CHR1_4
5,1,1475,0.335067977052821,0.239356315020588,0.16243015935644,YAL069W,YAL069W,SGDID:S000002143,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF,CHR1_5
6,1,1491,0.4760601430579,0.208421393241674,0.022957492211643,YAL069W,YAL069W,SGDID:S000002143,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF,CHR1_6
7,1,21249,-0.623533099690375,1.20489144446133,0.605130272198437,YAL064W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter,CHR1_7
8,1,27243,0.036437994300287,0.164422984502856,0.824744614009919,YAL063C,FLO9,SGDID:S000000059,ORF,Verified ORF,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_8
9,1,27272,-0.0008479756489361,0.161964983672603,0.995825612631806,YAL063C,FLO9,SGDID:S000000059,ORF,Verified ORF,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_9
10,1,27498,0.970774602620535,1.47812686102518,0.511763169733981,YAL063C,FLO9,SGDID:S000000059,ORF,Verified ORF,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_10
11,1,27561,-0.199911819484917,1.11731258394211,0.858101582521392,YAL063C,FLO9,SGDID:S000000059,ORF,Verified ORF,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_11
12,1,27816,0.0426989124410448,0.165254229713082,0.796261784402652,YAL063C,FLO9,SGDID:S000000059,ORF,Verified ORF,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_12
13,1,27822,0.0284001040621468,0.165052882658518,0.863483697831749,YAL063C,FLO9,SGDID:S000000059,ORF,Verified ORF,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_13
14,1,27823,0.0472195200287536,0.168440932094421,0.779386392073746,YAL063C,FLO9,SGDID:S000000059,ORF,Verified ORF,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_14
15,1,27825,0.0481506704465623,0.165039907328887,0.770647866594067,YAL063C,FLO9,SGDID:S000000059,ORF,Verified ORF,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_15
16,1,27843,0.0266307126705604,0.158126487986338,0.866354055877968,YAL063C,FLO9,SGDID:S000000059,ORF,Verified ORF,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_16
17,1,27848,0.0266307126705604,0.158126487986338,0.866354055877968,YAL063C,FLO9,SGDID:S000000059,ORF,Verified ORF,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_17
18,1,28495,0.0230788742036581,0.158130630072228,0.884045619763261,YAL063C,FLO9,SGDID:S000000059,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation""",Verified ORF,CHR1_18
19,1,28975,0.019178758716349,0.157075039510846,0.902889823051688,A:27969-30945,,,Intergenic region,Intergenic region,between YAL063C and ARS104,Intergenic region,CHR1_19
20,1,29283,-0.340410928265552,0.351553907005625,0.33355569990832,A:27969-30945,,,Intergenic region,Intergenic region,between YAL063C and ARS104,Intergenic region,CHR1_20
21,1,29752,-0.0279063844901231,0.367003077833796,0.939431498568704,XUT_1F-15_NFR/NDR,,,Promoter,Promoter,,Promoter,CHR1_21
22,1,29787,2.12470892939766,0.986618083799538,0.0319539707226814,XUT_1F-15_NFR/NDR,,,Promoter,Promoter,,Promoter,CHR1_22
23,1,30057,0.0256067208624966,0.321988610195365,0.936658686939751,XUT_1F-15,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript,CHR1_23
24,1,30479,1.06764316504318,0.941760212062561,0.257703273653578,XUT_1F-15,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript,CHR1_24
25,1,30706,-0.0107186013511065,0.162221828250729,0.947356529658332,XUT_1F-15,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript,CHR1_25
26,1,31435,-0.0270651332402091,0.156655558089057,0.862932476671455,YAL062W,GDH3,SGDID:S000000058,Close to 3'-UTR,Close to 3'-UTR,"""NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources; GDH3 has a paralog ; GDH1 ; that arose from the whole genome duplication""",Verified ORF,CHR1_26
