SNP,Chr,Pos,-log_pval,locus_id,name,description,Yeast_Gene_stable_ID,Yeast_Gene_name,Human_Gene_stable_ID,Human_Gene_name
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000124249,KCNK15
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000152315,KCNK13
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000124780,KCNK17
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000095981,KCNK16
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000169427,KCNK9
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000135750,KCNK1
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000100433,KCNK10
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000099337,KCNK6
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000164626,KCNK5
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000082482,KCNK2
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000173338,KCNK7
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000184261,KCNK12
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000171303,KCNK3
6130,10,256140,3.3162289058622,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000182450,KCNK4
10192,15,172074,5.682074566368291,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000185989,RASA3
10192,15,172074,5.682074566368291,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000105122,RASAL3
10192,15,172074,5.682074566368291,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000145715,RASA1
10192,15,172074,5.682074566368291,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000197283,SYNGAP1
10192,15,172074,5.682074566368291,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000170667,RASA4B
10192,15,172074,5.682074566368291,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000136848,DAB2IP
10192,15,172074,5.682074566368291,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000105808,RASA4
10192,15,172074,5.682074566368291,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000155903,RASA2
10192,15,172074,5.682074566368291,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000111344,RASAL1
10192,15,172074,5.682074566368291,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000075391,RASAL2
5780,9,264604,3.820668170292192,YIL048W,NEO1,"""Phospholipid translocase (flippase) ; role in phospholipid asymmetry of plasma membrane; involved in endocytosis ; vacuolar biogenesis and Golgi to ER vesicle-mediated transport; localizes to endosomes and the Golgi apparatus""",YIL048W,NEO1,ENSG00000054793,ATP9A
