SNP,Condition,beta,t-stat,p-value_eQTL,FDR,Chr,Pos,Effect,SE,p-value_rMVP,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations,SNP_ID,-log_pval,QTLs
4285,ERG11_MID2_MTX_Fluconazole,0.880617208409763,7.46446359419597,6.52136092284059e-13,9.07583993102993e-10,7,467332,0.880346524679506,0.118292746364444,7.63049260635284e-13,YGL014W,PUF4,SGDID:S000002982,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors""",Verified ORF,CHR7_4285,12.117447424127029,1
4286,ERG11_MID2_MTX_Fluconazole,0.877298487052458,7.39777212648701,1.00888382001346e-12,1.3791609751589801e-09,7,467497,0.878984450863422,0.118848237801101,1.0320640424672998e-12,YGL014W,PUF4,SGDID:S000002982,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors""",Verified ORF,CHR7_4286,11.986293352682459,1
4975,ERG11_PIS1_MTX_Fluconazole,0.879267978519674,7.07371830465852,8.081820038554129e-12,1.01222256446679e-08,8,122207,0.879267978520968,0.12463282378469,9.1820340427561e-12,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript,CHR8_4975,11.037061101402964,1
4976,ERG11_PIS1_MTX_Fluconazole,0.880946742738157,7.0651094643612,8.53341249114242e-12,1.06628135068221e-08,8,122347,0.881638606072007,0.124991405397608,9.25599140633257e-12,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript,CHR8_4976,11.033577057274119,1
4974,ERG11_PIS1_MTX_Fluconazole,0.881766028377579,7.03862082972055,1.00844016021763e-11,1.2540028899473e-08,8,122014,0.878482056847799,0.125652314862779,1.36824004466078e-11,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript,CHR8_4974,10.863837703108437,1
4290,ERG11_MID2_MTX_Fluconazole,0.839707381595749,6.9789085544548,1.46698803695518e-11,1.7975907123174e-08,7,469647,0.836092007510812,0.120657221936747,2.01336025524403e-11,YGL013C,PDR1,SGDID:S000002981,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF,CHR7_4290,10.696078508834084,1
4977,ERG11_PIS1_MTX_Fluconazole,0.867071418758904,6.97771893026871,1.4779486582628e-11,1.81042775586853e-08,8,122370,0.867071418759846,0.124594985537771,1.6738596457573298e-11,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript,CHR8_4977,10.776280960696758,1
4291,ERG11_MID2_MTX_Fluconazole,0.833818309621561,6.93741421032501,1.9008644734498298e-11,2.30730430811074e-08,7,469734,0.831130065019635,0.120523436589363,2.47866161140892e-11,YGL013C,PDR1,SGDID:S000002981,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF,CHR7_4291,10.605782759367294,1
4973,ERG11_MID2_MTX_Fluconazole,0.888338131545238,6.91648269381956,2.16535491452715e-11,2.61306905322467e-08,8,121738,0.884987827854994,0.128579400516819,2.6897428383201297e-11,SUT153_NFR/NDR,,,Promoter,Promoter,,Promoter,CHR8_4973,10.57028924016016,1
4973,ERG11_PIS1_MTX_Fluconazole,0.924551988318427,6.85105914150974,3.2476459359696696e-11,3.86607469728426e-08,8,121738,0.907615126648298,0.135351212617513,7.97307577054154e-11,SUT153_NFR/NDR,,,Promoter,Promoter,,Promoter,CHR8_4973,10.098374108655706,1
4974,ERG11_MID2_MTX_Fluconazole,0.81940996041615,6.84158953308623,3.4430899137498e-11,4.08831642971256e-08,8,122014,0.817709035003723,0.120104334837831,4.2579740143644297e-11,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript,CHR8_4974,10.370796993309291,1
4292,ERG11_MID2_MTX_Fluconazole,0.811105243108998,6.82624534387925,3.7845855527737394e-11,4.47886372714861e-08,7,471518,0.811105243109241,0.119143441404283,4.2715433320252496e-11,YGL013C,PDR1,SGDID:S000002981,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF,CHR7_4292,10.369415183643989,1
4975,ERG11_MID2_MTX_Fluconazole,0.809557868998713,6.80379779756315,4.3449000659377293e-11,5.10879857532793e-08,8,122207,0.809557869000155,0.1193084942723,4.9003713809924193e-11,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript,CHR8_4975,10.309771005154385,1
4976,ERG11_MID2_MTX_Fluconazole,0.805210946362357,6.73988111479989,6.42571195801566e-11,7.43036203063451e-08,8,122347,0.803887750490123,0.119801653822097,7.756816534498629e-11,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript,CHR8_4976,10.110316480438906,1
4283,ERG11_MID2_MTX_Fluconazole,0.811366038913128,6.71339550361594,7.55085923244846e-11,8.69509945400907e-08,7,465310,0.814563554913272,0.121063439655492,6.94186257012596e-11,YGL015C,BIL2,SGDID:S000002983,ORF,Verified ORF,"""Formin inhibitor; negatively regulates Bnr1-mediated actin filament nucleation but not filament elongation; performs distinct but overlapping roles with Hof1p to control actin cable assembly and polarized secretion; bnr1 bil2 double mutants are inviable; localizes to the cytosol ; secretory vesicles and sites of polarized growth""",Verified ORF,CHR7_4283,10.158523988421267,1
4977,ERG11_MID2_MTX_Fluconazole,0.794095215795116,6.67223032472087,9.69410197067835e-11,1.10389573664216e-07,8,122370,0.794095215796171,0.119337419867996,1.08871222895532e-10,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript,CHR8_4977,9.963086898841528,1
4284,ERG11_MID2_MTX_Fluconazole,0.794353460190727,6.49512719752292,2.80356684785507e-10,3.0791888429008e-07,7,465688,0.784621782391963,0.122717833935989,5.1319992419198e-10,YGL014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter,CHR7_4284,9.2897134164495,1
4292,ERG11_PIS1_MTX_Fluconazole,0.814305929987579,6.4936524213442,2.82821707897876e-10,3.10513056785753e-07,7,471518,0.814305929987783,0.125735761528396,3.15412955275596e-10,YGL013C,PDR1,SGDID:S000002981,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF,CHR7_4292,9.501120472423883,1
4290,ERG11_PIS1_MTX_Fluconazole,0.825444529856574,6.48226531958921,3.02583940141128e-10,3.31363406287684e-07,7,469647,0.821898335386104,0.127681411496478,3.97647947911084e-10,YGL013C,PDR1,SGDID:S000002981,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF,CHR7_4290,9.400501254411257,1
4978,ERG11_PIS1_MTX_Fluconazole,0.807530841073956,6.44698948193995,3.72796951225674e-10,4.05308489823399e-07,8,122655,0.807530841073367,0.125592155825383,4.15158012544428e-10,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript,CHR8_4978,9.381786575781797,1
4291,SSH1_ERG11_MTX_Fluconazole,0.866104490273986,6.42545191071398,4.23274739302922e-10,4.57592260767481e-07,7,469734,0.863271161857137,0.135122812022657,5.28206974660481e-10,YGL013C,PDR1,SGDID:S000002981,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF,CHR7_4291,9.277195868489637,1
4280,ERG11_MID2_MTX_Fluconazole,0.757875352435944,6.37889454490541,5.56373585907097e-10,5.95282300186824e-07,7,460988,0.757875352436171,0.119131867712058,6.191007432799531e-10,YGL017W,ATE1,SGDID:S000002985,ORF,Verified ORF,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response""",Verified ORF,CHR7_4280,9.208238674581525,1
10427,noPPI_reference_MTX_5.FC,-1.16045152931471,-6.37870814061605,5.56981312473448e-10,5.95847222894942e-07,15,439078,-1.16058149113672,0.181580766669922,5.19746495630053e-10,YOR059C,LPL1,SGDID:S000005585,ORF,Verified ORF,"""Phospholipase; contains lipase specific GXSXG motif; maintains lipid droplet (LD) morphology; induced by transcription factor Rpn4p; protein abundance increases in response to DNA replication stress""",Verified ORF,CHR15_10427,9.284208430199786,-1
4291,ERV25_ERG5_MTX_Fluconazole,0.87962814031962,6.35574895296037,6.37027112286115e-10,6.77888278958854e-07,7,469734,0.877902605951883,0.138677556288606,7.42272929974096e-10,YGL013C,PDR1,SGDID:S000002981,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF,CHR7_4291,9.12943637748752,1
4291,ERG11_PIS1_MTX_Fluconazole,0.809328890622303,6.3538670625447,6.44066914711412e-10,6.84794594644678e-07,7,469734,0.810114473019923,0.127654496530912,6.77722227769329e-10,YGL013C,PDR1,SGDID:S000002981,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF,CHR7_4291,9.168948270241252,1
4285,SSH1_ERG11_MTX_Fluconazole,0.848188236542933,6.34280259262708,6.87024963277629e-10,7.27777083282225e-07,7,467332,0.845896488259601,0.134085219683711,8.42951519658371e-10,YGL014W,PUF4,SGDID:S000002982,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors""",Verified ORF,CHR7_4285,9.074197402066,1
4281,ERG11_MID2_MTX_Fluconazole,0.762848926605156,6.33192783430987,7.31976968797513e-10,7.72985055358039e-07,7,461431,0.763683525965072,0.120760387568632,7.71211492976919e-10,YGL016W_NFR/NDR,,,Promoter,Promoter,stable,Promoter,CHR7_4281,9.11282650698481,1
