SNP,Condition,beta,t-stat,p-value_eQTL,FDR,Chr,Pos,Effect,SE,p-value_rMVP,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations,SNP_ID,-log_pval,QTLs
1095,ADE17_HYR1_MTX_noDrug,-0.889903083871785,-6.19051925619034,1.65639116048301e-09,1.68743268948291e-06,3,203261,-0.889592827912795,0.14410968175509,1.8404642058019401e-09,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF,CHR3_1095,8.735072624494883,-1
10438,noPPI_reference_MTX_noDrug,-1.71509366455222,-6.17905343522719,1.76869998278335e-09,1.79865885798499e-06,15,448815,-1.71087852720839,0.278325572859367,2.1343584332793202e-09,YOR065W,CYT1,SGDID:S000005591,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex""",Verified ORF,CHR15_10438,8.670732645584573,-1
10427,noPPI_reference_MTX_noDrug,-1.07997449028528,-6.13519480373611,2.2712622300945803e-09,2.28056332814285e-06,15,439078,-1.07999345914767,0.176493549487295,2.5006460401818604e-09,YOR059C,LPL1,SGDID:S000005585,ORF,Verified ORF,"""Phospholipase; contains lipase specific GXSXG motif; maintains lipid droplet (LD) morphology; induced by transcription factor Rpn4p; protein abundance increases in response to DNA replication stress""",Verified ORF,CHR15_10427,8.601947777151883,-1
1097,ADE17_HYR1_MTX_noDrug,-0.837625483551807,-5.76877021178464,1.73950314773643e-08,1.59178914957087e-05,3,204897,-0.836291762146607,0.145572078964583,1.9880378874259e-08,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF,CHR3_1097,7.701575343206708,-1
10438,SSH1_ORM2_MTX_noDrug,-1.38073743809365,-5.70396843003569,2.46830714478699e-08,2.22465558133414e-05,15,448815,-1.37743118499309,0.242652739771585,2.87073783456039e-08,YOR065W,CYT1,SGDID:S000005591,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex""",Verified ORF,CHR15_10438,7.542006466926173,-1
1096,ADE17_HYR1_MTX_noDrug,-0.822474016173351,-5.67066774121202,2.95104796219129e-08,2.63558770607999e-05,3,204854,-0.823071037920919,0.14538427464335,3.11392805159931e-08,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF,CHR3_1096,7.506691426178426,-1
1098,ADE17_HYR1_MTX_noDrug,-0.817837735033394,-5.62577609139068,3.74968142866524e-08,3.30734912823098e-05,3,204903,-0.817403603371555,0.145733270898145,4.11676137852468e-08,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF,CHR3_1098,7.385444305456574,-1
10426,noPPI_reference_MTX_noDrug,-0.962251490878496,-5.56780020312234,5.09768132443963e-08,4.41504455030398e-05,15,433993,-0.962398670528635,0.173278722602807,5.50071367135095e-08,YOR058C,ASE1,SGDID:S000005584,ORF,Verified ORF,"""Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress""",Verified ORF,CHR15_10426,7.259580960792582,-1
1093,ADE17_PGM2_MTX_noDrug,-0.702229292516865,-5.464889468492,8.73885449421852e-08,7.33075028459448e-05,3,198615,-0.703297827745495,0.128826739705892,9.02922044187412e-08,YCR038C,BUD5,SGDID:S000000634,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF,CHR3_1093,7.044349743862247,-1
10438,ERG11_ORM2_MTX_noDrug,-1.21316561333404,-5.33537949088303,1.70271097997509e-07,0.0001379572469061,15,448815,-1.21440947973313,0.227748874608191,1.73567921356328e-07,YOR065W,CYT1,SGDID:S000005591,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex""",Verified ORF,CHR15_10438,6.76053053759999,-1
1096,ADE17_PGM2_MTX_noDrug,-0.678179230372308,-5.26779351310107,2.39955735747855e-07,0.0001903518089371,3,204854,-0.678650216851033,0.129080670293384,2.53413384192347e-07,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF,CHR3_1096,6.596170451301914,-1
1088,ADE17_HYR1_MTX_noDrug,-0.769030429360212,-5.24209073616351,2.73146755728978e-07,0.0002149475430141,3,197297,-0.766704026849675,0.147087038959894,3.17655346089939e-07,YCR037C_NFR/NDR,,,Promoter,Promoter,stable,Promoter,CHR3_1088,6.498043831158808,-1
1087,ADE17_PGM2_MTX_noDrug,-0.674912477165936,-5.21362371385455,3.15106075169703e-07,0.0002455363310039,3,196733,-0.67195327469168,0.129836562627144,3.82494663839924e-07,YCR037C,PHO87,SGDID:S000000633,ORF,Verified ORF,"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication""",Verified ORF,CHR3_1087,6.417374619284327,-1
1097,ADE17_PGM2_MTX_noDrug,-0.671559837433669,-5.19813797103038,3.40489906575731e-07,0.0002640220488686,3,204897,-0.671360123001767,0.129540380848224,3.68922096081631e-07,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF,CHR3_1097,6.43306533252342,-1
1098,ADE17_PGM2_MTX_noDrug,-0.669414238372341,-5.1853442202279,3.62946364863725e-07,0.0002800983476746,3,204903,-0.669765289539903,0.129438816281674,3.84404088266384e-07,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF,CHR3_1098,6.41521200211148,-1
1103,ADE17_PGM2_MTX_noDrug,-0.662488443268517,-5.17095764671456,3.89914201627653e-07,0.0002996417467948,3,208234,-0.662687242410049,0.128463327001378,4.15825169211632e-07,YCR045C,RRT12,SGDID:S000000641,ORF,Verified ORF,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores""",Verified ORF,CHR3_1103,6.3810892270802935,-1
10439,SSH1_ORM2_MTX_noDrug,-1.50396770446016,-5.16949414069398,3.92763947648054e-07,0.0003017386418039,15,448820,-1.4421643536018,0.283339432615519,5.83758016026567e-07,YOR065W,CYT1,SGDID:S000005591,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex""",Verified ORF,CHR15_10439,6.233767142756106,-1
10427,ALO1_UIP4_MTX_noDrug,-0.819865374237509,-5.16519233338468,4.01257790116309e-07,0.0003076630829258,15,439078,-0.81997033667791,0.158947408199436,4.15451448160381e-07,YOR059C,LPL1,SGDID:S000005585,ORF,Verified ORF,"""Phospholipase; contains lipase specific GXSXG motif; maintains lipid droplet (LD) morphology; induced by transcription factor Rpn4p; protein abundance increases in response to DNA replication stress""",Verified ORF,CHR15_10427,6.381479722849987,-1
10427,SSH1_ERV25_MTX_noDrug,-0.830872822241062,-5.14846119517988,4.36017531613532e-07,0.0003324730437876,15,439078,-0.831036318099237,0.161514684206663,4.44187673820799e-07,YOR059C,LPL1,SGDID:S000005585,ORF,Verified ORF,"""Phospholipase; contains lipase specific GXSXG motif; maintains lipid droplet (LD) morphology; induced by transcription factor Rpn4p; protein abundance increases in response to DNA replication stress""",Verified ORF,CHR15_10427,6.352433497264097,-1
1088,ADE17_PGM2_MTX_noDrug,-0.665673124226962,-5.13382968840739,4.68791897526655e-07,0.0003559389282055,3,197297,-0.664605613052961,0.130021245636357,5.24812882371315e-07,YCR037C_NFR/NDR,,,Promoter,Promoter,stable,Promoter,CHR3_1088,6.2799955130491085,-1
1095,ADE17_PGM2_MTX_noDrug,-0.650787891900607,-5.04495398977786,7.25498230960637e-07,0.000534819147674,3,203261,-0.649091526383056,0.129371422808505,8.32243341850207e-07,YCR042C,TAF2,SGDID:S000000638,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF,CHR3_1095,6.079749670619215,-1
1093,ADE17_HYR1_MTX_noDrug,-0.731000989320928,-4.98806064819709,9.56426451410393e-07,0.0006922841603957,3,198615,-0.732256294082374,0.146889422470838,9.72645517091656e-07,YCR038C,BUD5,SGDID:S000000634,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF,CHR3_1093,6.012045410524379,-1
1087,ADE17_HYR1_MTX_noDrug,-0.731333264395225,-4.96974090649773,1.04487517176712e-06,0.0007524430235785,3,196733,-0.728464751773161,0.147548903626796,1.22526311551578e-06,YCR037C,PHO87,SGDID:S000000633,ORF,Verified ORF,"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication""",Verified ORF,CHR3_1087,5.911770639996198,-1
1089,ADE17_PGM2_MTX_noDrug,-0.638333670737926,-4.96192933771476,1.08494876531448e-06,0.0007794235219266,3,198109,-0.638333670737876,0.128997064515048,1.16044048607106e-06,YCR038C,BUD5,SGDID:S000000634,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF,CHR3_1089,5.935377127705868,-1
1090,ADE17_PGM2_MTX_noDrug,-0.638333670737926,-4.96192933771476,1.08494876531448e-06,0.0007794235219266,3,198110,-0.638333670737876,0.128997064515048,1.16044048607106e-06,YCR038C,BUD5,SGDID:S000000634,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types""",Verified ORF,CHR3_1090,5.935377127705868,-1
