SNP,PPI,Chr,Pos,Effect_Fluconazole,-log_pval,snps_class_up,snps_class_down,locus_id,name,sgd_id,description,Effect_noDrug
4528,HUG1:PGM2,7,739112.0,-0.57006694759425,3.186513454974316,Promoter,Promoter,tI(AAU)G_NFR/NDR,0,0,0,-0.603926652662348
1068,ADE17:HYR1,3,177081.0,-0.614528734125743,4.2804353736721374,Promoter,Promoter,snR65_NFR/NDR,0,0,0,-0.506615563503268
1835,HUG1:ADE17,4,542062.0,0.595529058416161,3.855261158980576,Promoter,Promoter,snR47_NFR/NDR,0,0,0,0.564177643065585
11924,PLM2:HNM1,16,850422.0,-0.641212627846019,4.783791386277149,Other features,LTR,YPRCdelta22,YPRCdelta22,SGDID:S000007204,"""Ty1 LTR""",-0.554929814636049
11924,SRO9:DHH1,16,850422.0,-0.589387745893627,3.984547662843413,Other features,LTR,YPRCdelta22,YPRCdelta22,SGDID:S000007204,"""Ty1 LTR""",-0.471073643943414
11924,PMC1:GTR2,16,850422.0,-0.685010190093031,3.827642606549909,Other features,LTR,YPRCdelta22,YPRCdelta22,SGDID:S000007204,"""Ty1 LTR""",-0.569512561923357
11924,TPO1:MID2,16,850422.0,-0.548538004050555,3.657283439863365,Other features,LTR,YPRCdelta22,YPRCdelta22,SGDID:S000007204,"""Ty1 LTR""",-0.559872397745357
11924,ALO1:HYR1,16,850422.0,-0.578475955622037,3.6241301365022927,Other features,LTR,YPRCdelta22,YPRCdelta22,SGDID:S000007204,"""Ty1 LTR""",-0.51942547650176
11924,TPO1:TCB2,16,850422.0,-0.577121282107844,3.5379939278401857,Other features,LTR,YPRCdelta22,YPRCdelta22,SGDID:S000007204,"""Ty1 LTR""",-0.584617764984451
11924,PMC1:CTR2,16,850422.0,-0.564465369085799,3.3958662317074166,Other features,LTR,YPRCdelta22,YPRCdelta22,SGDID:S000007204,"""Ty1 LTR""",-0.576200629277479
11924,ERV25:UIP4,16,850422.0,-0.562689914254486,3.336436358212259,Other features,LTR,YPRCdelta22,YPRCdelta22,SGDID:S000007204,"""Ty1 LTR""",-0.58260348434478
11924,MID2:RSN1,16,850422.0,-0.488850820035539,3.255208536964844,Other features,LTR,YPRCdelta22,YPRCdelta22,SGDID:S000007204,"""Ty1 LTR""",-0.425887848093608
11943,ERV25:UIP4,16,870388.0,-0.648093759739047,4.022124627255114,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.617543949134547
11943,ERG27:ACF2,16,870388.0,-0.579979042110628,3.759172830795328,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.552215766753871
11943,ALO1:HYR1,16,870388.0,-0.608960479608771,3.729055752503916,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.523079687524387
11943,PMC1:GTR2,16,870388.0,-0.666496243102872,3.42892770592202,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.595359676645693
11943,PMC1:CTR2,16,870388.0,-0.577485190375431,3.3235455153114453,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.598087193363554
11943,TPO1:TCB2,16,870388.0,-0.556342418878795,3.1222000488657677,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.569151863111236
11946,ERG27:ACF2,16,873367.0,-0.641144318268931,4.704352620320007,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.643100872655107
11946,ALO1:UIP4,16,873367.0,-0.628957592961147,4.394688121287616,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.546732597007564
11946,ERG11:ACF2,16,873367.0,-0.54558262432796,4.292923019614362,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.568531874479143
11946,ERV25:UIP4,16,873367.0,-0.643407234010416,4.152221493088556,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.588391941494783
11946,PMC1:GTR2,16,873367.0,-0.707446035225891,3.981255293132773,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.616650223610816
11946,PMC1:CTR2,16,873367.0,-0.615671697990327,3.886999578734172,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.633981860188604
11946,HUG1:ALO1,16,873367.0,-0.660627117796049,3.883492612775509,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.56701798845418
11946,ALO1:HYR1,16,873367.0,-0.593893146628371,3.729415565823581,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.528947972507669
11946,PLM2:HNM1,16,873367.0,-0.551910585680535,3.594575906571168,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.502184506592654
11946,MID2:RSN1,16,873367.0,-0.514604325071934,3.498275573531358,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.427636025811288
11946,TPO1:TCB2,16,873367.0,-0.578856743718295,3.494595002915661,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.604731646952858
11946,HUG1:PGM2,16,873367.0,-0.565453863811932,3.148365808912255,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.611642516263861
11946,TPO1:MID2,16,873367.0,-0.50108595609519,3.069678862679848,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.581266658503552
