SNP,Chr,Condition,Effect,-log_pval,snps_annotations,snps_class_up_v2
5780,9,ALO1_ADE17_MTX_5.FC,-0.662437257395861,4.428351851257253,ORF_CUT,CUT
5780,9,ALO1_ADE17_MTX_noDrug,-0.656820354336871,4.170675589759766,ORF_CUT,CUT
9437,14,MID2_TPO4_MTX_Fluconazole,-0.641674413793996,4.241105650333661,ORF_CUT,CUT
9436,14,MID2_TPO4_MTX_Fluconazole,-0.632504567144817,4.176869235796457,ORF_CUT,CUT
5780,9,ERV25_EMP47_MTX_noDrug,-0.618336564040824,3.9598986456318426,ORF_CUT,CUT
9436,14,HNM1_RBD2_MTX_5.FC,-0.545922985529387,4.011639807784154,ORF_CUT,CUT
4990,8,ERG11_ORM2_MTX_Fluconazole,0.484673338549226,4.161355867000518,ORF_CUT,CUT
2291,4,HNM1_MAM33_MTX_Metformin,0.497942290814293,3.993601585260527,ORF_CUT,CUT
2288,4,HNM1_MAM33_MTX_Metformin,0.508698912047364,4.32415012606439,ORF_CUT,CUT
8819,13,ERV25_ORM2_MTX_Metformin,0.323958421908484,4.536837169848464,ORF_SUT,SUT
8819,13,ERG11_PIS1_MTX_Metformin,0.334550350711388,4.215499094084956,ORF_SUT,SUT
8795,13,ERG11_PIS1_MTX_Metformin,0.34334781753093,4.089027836831658,ORF_SUT,SUT
8792,13,ERV25_ORM2_MTX_Metformin,0.3513138960791,5.322721700395428,ORF_SUT,SUT
8795,13,ERV25_ORM2_MTX_Metformin,0.367108877967373,5.267299428557036,ORF_SUT,SUT
8794,13,ERV25_ORM2_MTX_Metformin,0.377105230925712,5.599039766274554,ORF_SUT,SUT
8795,13,ERG11_ORM2_MTX_5.FC,0.449030543065055,3.851699625542576,ORF_SUT,SUT
4936,8,ERG11_ORM2_MTX_Fluconazole,0.500545489952676,4.48672661978099,ORF_SUT,SUT
8795,13,ERG11_ORM2_MTX_Trifluoperazine,0.510644718518078,4.315661134587695,ORF_SUT,SUT
8794,13,ERG11_ORM2_MTX_Trifluoperazine,0.515018573019832,4.43225699222368,ORF_SUT,SUT
4920,8,ERG11_PIS1_MTX_Fluconazole,0.521197476709216,4.171331291111994,ORF_SUT,SUT
4978,8,GTR1_SLM4_MTX_Fluconazole,0.536320603663184,4.017034371597757,ORF_SUT,SUT
4921,8,ERG11_PIS1_MTX_Fluconazole,0.540015639271643,4.461667302078764,ORF_SUT,SUT
8792,13,ERG11_ORM2_MTX_Trifluoperazine,0.541101612688095,5.246097945814998,ORF_SUT,SUT
4936,8,ERG11_PIS1_MTX_Fluconazole,0.547310029530093,4.613155873534138,ORF_SUT,SUT
4978,8,ERG11_ERG5_MTX_Fluconazole,0.557276853472546,5.213018650403391,ORF_SUT,SUT
4978,8,ERG11_HYR1_MTX_Fluconazole,0.559952273197161,4.787841496850909,ORF_SUT,SUT
4978,8,SRO9_SGN1_MTX_Fluconazole,0.582294517275872,4.873089816073194,ORF_SUT,SUT
4978,8,SRO9_GIS2_MTX_Fluconazole,0.58410375432199,5.612538191128623,ORF_SUT,SUT
4978,8,HNM1_MID2_MTX_Fluconazole,0.60139357899048,4.849941863538353,ORF_SUT,SUT
4978,8,MID2_PIN2_MTX_Fluconazole,0.658671567059954,4.625125761536487,ORF_SUT,SUT
4978,8,DHH1_LSM3_MTX_Fluconazole,0.659835130604728,4.892196165067778,ORF_SUT,SUT
4978,8,ERV25_ORM2_MTX_Fluconazole,0.660252781382259,4.951775421812518,ORF_SUT,SUT
4978,8,ERG11_ORM2_MTX_Fluconazole,0.711159965168266,8.459676158650893,ORF_SUT,SUT
4978,8,ERG11_MID2_MTX_Fluconazole,0.756538532499866,9.076717394107495,ORF_SUT,SUT
4978,8,ERG11_PIS1_MTX_Fluconazole,0.807530841073367,9.381786575781796,ORF_SUT,SUT
1097,3,ADE17_HYR1_MTX_Fluconazole,-0.908375726466533,8.963593317281878,ORF_XUT,XUT
1098,3,ADE17_HYR1_MTX_Fluconazole,-0.889147562931469,8.61359976557624,ORF_XUT,XUT
1096,3,ADE17_HYR1_MTX_Fluconazole,-0.88860324520391,8.63060311753557,ORF_XUT,XUT
1097,3,ADE17_HYR1_MTX_noDrug,-0.836291762146607,7.701575343206708,ORF_XUT,XUT
1096,3,ADE17_HYR1_MTX_noDrug,-0.823071037920919,7.506691426178426,ORF_XUT,XUT
1098,3,ADE17_HYR1_MTX_noDrug,-0.817403603371555,7.385444305456574,ORF_XUT,XUT
1097,3,ADE17_HYR1_MTX_5.FC,-0.795145413870535,6.755592774105975,ORF_XUT,XUT
1098,3,ADE17_HYR1_MTX_5.FC,-0.778363217521017,6.500663853136571,ORF_XUT,XUT
1096,3,ADE17_HYR1_MTX_5.FC,-0.777794226422755,6.511642086210931,ORF_XUT,XUT
1097,3,ADE17_HYR1_MTX_Trifluoperazine,-0.764895294283557,6.232051641955758,ORF_XUT,XUT
1096,3,ADE17_HYR1_MTX_Trifluoperazine,-0.761400048036811,6.208174248755533,ORF_XUT,XUT
1098,3,ADE17_HYR1_MTX_Trifluoperazine,-0.75511642809647,6.094298880139277,ORF_XUT,XUT
1097,3,ADE17_HYR1_MTX_Metformin,-0.714866241873086,6.577032940712063,ORF_XUT,XUT
1097,3,ADE17_PGM2_MTX_Fluconazole,-0.712649052441602,6.305270692022184,ORF_XUT,XUT
11940,16,PMC1_GTR2_MTX_Fluconazole,-0.709575990513163,3.9766812624343353,ORF_XUT,XUT
1096,3,ADE17_HYR1_MTX_Metformin,-0.708588604155715,6.499684967289316,ORF_XUT,XUT
1098,3,ADE17_PGM2_MTX_Fluconazole,-0.707728689612212,6.234522321794725,ORF_XUT,XUT
1098,3,ADE17_HYR1_MTX_Metformin,-0.705993907011706,6.435359354714491,ORF_XUT,XUT
11940,16,HUG1_ALO1_MTX_Fluconazole,-0.686309062757082,4.129218825859242,ORF_XUT,XUT
1096,3,ADE17_PGM2_MTX_Fluconazole,-0.685117743078911,5.886270607797304,ORF_XUT,XUT
11940,16,ALO1_ADE17_MTX_noDrug,-0.680912808023124,4.407727816314956,ORF_XUT,XUT
1096,3,ADE17_PGM2_MTX_noDrug,-0.678650216851033,6.596170451301914,ORF_XUT,XUT
1097,3,ADE17_GIS2_MTX_Fluconazole,-0.677994021789943,5.236868129988631,ORF_XUT,XUT
1097,3,HNM1_TPO4_MTX_Fluconazole,-0.677116080306918,4.747634242280792,ORF_XUT,XUT
1097,3,ADE17_PGM2_MTX_noDrug,-0.671360123001767,6.43306533252342,ORF_XUT,XUT
11940,16,ERG27_ACF2_MTX_noDrug,-0.670485864465087,4.824203112785956,ORF_XUT,XUT
1098,3,ADE17_PGM2_MTX_noDrug,-0.669765289539903,6.41521200211148,ORF_XUT,XUT
1096,3,HNM1_TPO4_MTX_Fluconazole,-0.669541846661621,4.673175454069392,ORF_XUT,XUT
5712,9,ERV25_UIP4_MTX_Fluconazole,-0.665101673020517,4.444681258276277,ORF_XUT,XUT
1096,3,ADE17_GIS2_MTX_Fluconazole,-0.664823904020696,5.075563885596464,ORF_XUT,XUT
1098,3,ADE17_GIS2_MTX_Fluconazole,-0.659864438943785,4.9917744671121,ORF_XUT,XUT
1098,3,HNM1_TPO4_MTX_Fluconazole,-0.654784572032307,4.475595608965564,ORF_XUT,XUT
9438,14,MID2_TPO4_MTX_Fluconazole,-0.65018860606977,4.376643221816444,ORF_XUT,XUT
11940,16,PMC1_CTR2_MTX_Fluconazole,-0.647384504141085,4.2232627544597126,ORF_XUT,XUT
11940,16,PMC1_CTR2_MTX_5.FC,-0.646798743005073,4.15153227997136,ORF_XUT,XUT
11940,16,ERG27_ACF2_MTX_Fluconazole,-0.643445776016573,4.703758719020735,ORF_XUT,XUT
11940,16,TPO1_TCB2_MTX_noDrug,-0.637403268084561,4.486661564788999,ORF_XUT,XUT
11940,16,ERG27_ACF2_MTX_5.FC,-0.633641318489361,4.392142103674893,ORF_XUT,XUT
11940,16,PMC1_GTR2_MTX_noDrug,-0.63288820907253,4.217616975006129,ORF_XUT,XUT
11940,16,PMC1_GTR2_MTX_5.FC,-0.63074634566176,4.138676707770306,ORF_XUT,XUT
11940,16,ERV25_UIP4_MTX_Fluconazole,-0.627063317153324,3.940498746356086,ORF_XUT,XUT
5712,9,ALO1_ADE17_MTX_Fluconazole,-0.625310819045645,4.25029848226165,ORF_XUT,XUT
11940,16,PMC1_GTR2_MTX_Trifluoperazine,-0.623686707217756,3.9123942801118328,ORF_XUT,XUT
5770,9,ALO1_ADE17_MTX_5.FC,-0.620384754182734,3.989846591712948,ORF_XUT,XUT
1096,3,ADE17_PGM2_MTX_Trifluoperazine,-0.619938216002413,5.795032691953339,ORF_XUT,XUT
